,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days
23773,C10160,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,126,0.0,0,250.38,55296000.0,0,0,0,1,0,1,0,0,1,1,0,640 days 00:00:00,23,640
23782,C10195,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,145,75.0,0,65.0,10886400.0,0,0,0,0,0,0,0,0,1,1,0,126 days 00:00:00,23,126
23849,C10854,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,126,0.0,0,250.38,59702400.0,0,0,0,1,0,1,0,0,1,1,0,691 days 00:00:00,23,691
23864,C10922,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,125.19,66438000.0,0,0,0,1,0,1,0,0,1,1,0,768 days 23:00:00,23,768
23866,C10931,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,141,0.0,0,125.19,68857200.0,0,0,0,1,0,1,0,0,1,1,0,796 days 23:00:00,23,796
23873,C10955,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,146,0.0,0,62.59,36284400.0,0,0,0,1,0,1,0,0,1,1,0,419 days 23:00:00,23,419
23906,C11105,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,125.19,63417600.0,0,0,0,1,0,1,0,0,1,1,0,734 days 00:00:00,23,734
23918,C11127,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,136,0.0,0,250.38,64022400.0,0,0,0,1,0,1,0,0,1,1,0,741 days 00:00:00,23,741
24012,C11605,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,131.0,71542800.0,0,0,0,1,0,1,0,0,1,1,0,828 days 01:00:00,23,828
24206,C12397,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,125.19,53395200.0,0,0,0,1,0,1,0,0,1,1,0,618 days 00:00:00,23,618
24255,C12569,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,146,0.0,0,62.59,50198400.0,0,0,0,1,0,1,0,0,1,1,0,581 days 00:00:00,23,581
24300,C12733,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,125.19,44492400.0,0,0,0,1,0,1,0,0,1,1,0,514 days 23:00:00,23,514
24306,C12746,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,146,0.0,0,62.59,136083600.0,0,0,0,1,0,1,0,0,1,1,1,1575 days 01:00:00,23,1575
24307,C12747,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,143,0.0,0,250.38,136083600.0,0,0,0,1,0,1,0,0,1,1,1,1575 days 01:00:00,23,1575
24329,C12825,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,145,72.31,0,65.6,3024000.0,0,0,0,0,0,0,0,0,1,1,0,35 days 00:00:00,23,35
24345,C12871,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,125.19,65923200.0,0,0,0,1,0,1,0,0,1,1,0,763 days 00:00:00,23,763
24346,C12875,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,145,0.0,0,65.6,8722800.0,0,1,0,0,1,0,0,0,1,0,0,100 days 23:00:00,23,100
24347,C12880,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,143,0.0,0,131.2,14857200.0,0,1,0,1,0,1,0,0,1,1,0,171 days 23:00:00,23,171
24350,C12888,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,143,143.08,0,131.2,17280000.0,0,0,0,1,0,1,0,0,1,1,0,200 days 00:00:00,23,200
24359,C12910,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,146,0.0,0,131.2,32400000.0,0,0,0,1,0,1,0,0,1,1,0,375 days 00:00:00,23,375
24363,C12919,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,131.2,35593200.0,0,0,0,1,0,1,0,0,1,1,0,411 days 23:00:00,23,411
24373,C12946,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,145,77.48,0,65.6,7081200.0,0,0,0,0,0,0,0,0,1,1,0,81 days 23:00:00,23,81
24396,C13011,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,145,0.0,0,65.6,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days 00:00:00,23,0
24443,C13149,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,145,72.31,0,65.6,4492800.0,0,0,0,0,0,0,0,0,1,1,0,52 days 00:00:00,23,52
24453,C13172,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,131.0,43117200.0,0,0,0,1,0,1,0,0,1,1,0,499 days 01:00:00,23,499
24456,C13186,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,145,72.31,0,65.6,8726400.0,0,0,0,0,0,0,0,0,1,1,0,101 days 00:00:00,23,101
24458,C13193,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,146,0.0,0,131.2,47955600.0,0,0,0,1,0,1,0,0,1,1,0,555 days 01:00:00,23,555
24535,C13363,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,142,131.2,0,131.2,4147200.0,0,0,0,0,0,0,0,0,1,0,0,48 days 00:00:00,23,48
24536,C13365,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,131.2,64195200.0,0,0,0,1,0,1,0,0,1,1,0,743 days 00:00:00,23,743
24551,C13402,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,145,72.31,0,65.6,4147200.0,0,0,0,0,0,0,0,0,1,1,0,48 days 00:00:00,23,48
24607,C13536,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,141,65.6,0,65.6,10454400.0,0,0,0,1,0,1,0,0,1,1,0,121 days 00:00:00,23,121
24629,C13579,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,142,0.0,0,262.4,46486800.0,0,0,0,1,0,1,0,0,1,1,0,538 days 01:00:00,23,538
24630,C13581,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,142,0.0,0,262.4,46486800.0,0,0,0,1,0,1,0,0,1,1,0,538 days 01:00:00,23,538
24631,C13582,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,142,0.0,0,262.4,46486800.0,0,0,0,1,0,1,0,0,1,1,0,538 days 01:00:00,23,538
24683,C13682,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,146,65.59,0,131.2,5446800.0,0,0,0,1,0,1,0,0,1,1,0,63 days 01:00:00,23,63
24741,C13831,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,141,0.0,0,131.0,63590400.0,0,0,0,1,0,1,0,0,1,1,0,736 days 00:00:00,23,736
24752,C13857,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,131.2,45363600.0,0,0,0,1,0,1,0,0,1,1,0,525 days 01:00:00,23,525
24772,C13908,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,142,0.0,0,262.4,20217600.0,0,1,0,1,0,1,0,0,1,1,0,234 days 00:00:00,23,234
24792,C13949,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,146,32.8,0,32.8,2678400.0,0,0,0,0,0,0,0,0,1,0,0,31 days 00:00:00,23,31
24804,C13973,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,131.2,39834000.0,0,0,0,1,0,1,0,0,1,1,0,461 days 01:00:00,23,461
24810,C13987,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,131.2,46573200.0,0,0,0,1,0,1,0,0,1,1,0,539 days 01:00:00,23,539
24851,C14097,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,115,0.0,0,130.0,32227200.0,0,0,0,1,0,1,0,0,1,1,0,373 days 00:00:00,23,373
24857,C14106,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,143,65.0,0,131.0,5180400.0,0,0,0,1,0,1,0,0,1,1,0,59 days 23:00:00,23,59
24876,C14154,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,126,131.2,0,262.4,5184000.0,0,0,0,1,0,1,0,0,1,1,0,60 days 00:00:00,23,60
24883,C14166,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,126,0.0,0,262.0,30326400.0,0,0,0,1,0,1,0,0,1,1,0,351 days 00:00:00,23,351
24888,C14179,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,145,72.3,0,65.6,9853200.0,0,0,0,0,0,0,0,0,1,1,0,114 days 01:00:00,23,114
