,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days
27506,C21524,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,146,0.0,6,299.5,94435200.0,0,0,0,1,0,1,0,0,1,1,0,1093 days 00:00:00,17,1093
27515,C21545,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,171,0.0,5,149.5,91411200.0,0,0,0,1,0,1,0,0,1,1,0,1058 days 00:00:00,17,1058
27541,C21603,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,171,0.0,5,149.5,81734400.0,0,0,0,1,0,1,0,0,1,1,0,946 days 00:00:00,17,946
27646,C21850,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,148,0.0,3,153.0,64195200.0,0,1,1,1,1,1,1,0,1,1,0,743 days 00:00:00,17,743
27933,C22690,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,189,0.0,4,1036.0,48729600.0,0,0,0,1,0,1,0,0,1,1,0,564 days 00:00:00,17,564
27936,C22702,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,186,0.0,10,0.0,7603200.0,0,1,0,1,0,1,0,0,1,1,0,88 days 00:00:00,17,88
91962,S137071,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,146,0.0,2,77.5,83894400.0,0,0,0,1,0,1,0,0,1,1,0,971 days 00:00:00,17,971
94345,S141373,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,146,0.0,6,299.5,96076800.0,0,0,0,1,0,1,0,0,1,1,0,1112 days 00:00:00,17,1112
95400,S143259,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,158,0.0,2,155.5,76809600.0,0,1,1,1,1,1,1,0,1,1,0,889 days 00:00:00,17,889
95521,S143478,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,146,0.0,2,77.5,80697600.0,0,0,0,1,0,1,0,0,1,1,0,934 days 00:00:00,17,934
100371,S152803,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,158,0.0,2,155.5,55900800.0,0,0,0,1,0,1,0,0,1,1,0,647 days 00:00:00,17,647
100622,S153254,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,146,0.0,2,77.5,55814400.0,0,0,0,1,0,1,0,0,1,1,0,646 days 00:00:00,17,646
101115,S154062,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,158,0.0,2,155.5,89942400.0,0,0,0,1,0,1,0,0,1,1,0,1041 days 00:00:00,17,1041
101946,S155495,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,158,0.0,2,155.5,85881600.0,0,0,0,1,0,1,0,0,1,1,0,994 days 00:00:00,17,994
104271,S160019,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,191,0.0,5,299.5,49852800.0,0,0,0,1,0,1,0,0,1,1,0,577 days 00:00:00,17,577
106175,S163799,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,146,104.5,2,79.5,46224000.0,0,0,0,1,0,1,0,0,1,1,0,535 days 00:00:00,17,535
107428,S166335,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,158,0.0,2,80.0,4147200.0,0,0,0,0,0,0,0,0,1,0,0,48 days 00:00:00,17,48
107790,S167035,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,146,0.0,6,306.5,60652800.0,0,0,0,1,0,1,0,0,1,1,0,702 days 00:00:00,17,702
