,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days
26154,C18014,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,5,137.5,53571600.0,0,0,0,1,0,1,0,0,1,1,0,620 days 01:00:00,11,620
26158,C18030,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,146,286.5,6,286.5,42080400.0,0,0,0,1,0,1,0,0,1,1,0,487 days 01:00:00,11,487
26163,C18041,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,171,137.5,5,137.5,45709200.0,0,0,0,1,0,1,0,0,1,1,0,529 days 01:00:00,11,529
26285,C18342,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,149,0.0,3,71.5,109123200.0,0,0,0,1,0,1,0,0,1,1,1,1263 days 00:00:00,11,1263
26729,C19455,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,141,0.0,5,148.0,55382400.0,0,0,0,1,0,1,0,0,1,1,0,641 days 00:00:00,11,641
26775,C19579,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,143,0.0,4,285.0,48556800.0,0,0,0,1,0,1,0,0,1,1,0,562 days 00:00:00,11,562
26955,C20022,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,146,0.0,6,285.0,66960000.0,0,0,0,1,0,1,0,0,1,1,0,775 days 00:00:00,11,775
27038,C20268,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,146,0.0,6,285.0,59439600.0,0,0,0,1,0,1,0,0,1,1,0,687 days 23:00:00,11,687
75746,S101971,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,5,137.5,56509200.0,0,0,0,1,0,1,0,0,1,1,0,654 days 01:00:00,11,654
75800,S102134,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,171,0.0,5,137.5,55818000.0,0,0,0,1,0,1,0,0,1,1,0,646 days 01:00:00,11,646
