,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days
40,A10060,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,157,36.0,0,36.0,432000.0,0,0,0,0,0,0,0,0,1,0,0,5 days 00:00:00,2,5
322,A10497,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,157,0.0,0,74.0,63158400.0,0,0,0,1,0,1,0,0,1,1,0,731 days 00:00:00,2,731
537,A10818,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,157,0.0,0,36.0,10022400.0,0,0,0,0,0,0,0,0,1,0,0,116 days 00:00:00,2,116
1125,A11707,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,157,36.0,0,36.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days 00:00:00,2,0
1268,A11936,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,157,87.0,0,74.0,50288400.0,0,0,0,1,0,1,0,0,1,1,0,582 days 01:00:00,2,582
1354,A12073,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,157,87.0,0,74.0,49942800.0,0,0,0,1,0,1,0,0,1,1,0,578 days 01:00:00,2,578
2516,A1408,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,157,0.0,0,71.5,82339200.0,0,0,0,1,0,1,0,0,1,1,0,953 days 00:00:00,2,953
2988,A14883,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,157,36.0,0,36.0,345600.0,0,0,0,0,0,0,0,0,1,0,0,4 days 00:00:00,2,4
4314,A17130,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,157,0.0,0,74.0,53913600.0,0,0,0,1,0,1,0,0,1,1,0,624 days 00:00:00,2,624
4904,A1815,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,157,0.0,0,71.5,83203200.0,0,0,0,1,0,1,0,0,1,1,0,963 days 00:00:00,2,963
5496,A19109,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,157,36.0,0,36.0,259200.0,0,0,0,0,0,0,0,0,1,0,0,3 days 00:00:00,2,3
7807,A23000,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,157,36.0,0,36.0,777600.0,0,0,0,0,0,0,0,0,1,0,0,9 days 00:00:00,2,9
8546,A24247,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,157,0.0,0,36.0,5875200.0,0,0,0,0,0,0,0,0,1,0,0,68 days 00:00:00,2,68
8614,A24366,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,157,36.0,0,36.0,1123200.0,0,0,0,0,0,0,0,0,1,0,0,13 days 00:00:00,2,13
8783,A24634,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,157,0.0,0,74.0,42764400.0,0,0,0,1,0,1,0,0,1,1,0,494 days 23:00:00,2,494
8954,A24942,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,157,0.0,0,36.0,5356800.0,0,0,0,0,0,0,0,0,1,0,0,62 days 00:00:00,2,62
9332,A25581,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,157,0.0,0,74.0,42591600.0,0,0,0,1,0,1,0,0,1,1,0,492 days 23:00:00,2,492
9343,A25599,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,157,136.0,0,74.0,29376000.0,1,0,0,1,0,1,0,0,1,1,0,340 days 00:00:00,2,340
9649,A26099,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,157,0.0,0,74.0,41209200.0,0,0,0,1,0,1,0,0,1,1,0,476 days 23:00:00,2,476
9755,A26277,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,157,0.0,0,74.0,38703600.0,0,0,0,1,0,1,0,0,1,1,0,447 days 23:00:00,2,447
10193,A26985,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,157,174.0,0,74.0,62467200.0,1,0,0,1,0,1,0,0,1,1,0,723 days 00:00:00,2,723
10419,A27352,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,157,36.0,0,36.0,1033200.0,0,0,0,0,0,0,0,0,1,0,0,11 days 23:00:00,2,11
10765,A27932,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,157,0.0,0,36.0,4579200.0,0,0,0,0,0,0,0,0,1,0,0,53 days 00:00:00,2,53
10921,A2818,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,157,0.0,0,71.5,81734400.0,0,0,0,1,0,1,0,0,1,1,0,946 days 00:00:00,2,946
11144,A2854,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,157,0.0,0,35.0,9766800.0,0,0,0,0,0,0,0,0,1,0,0,113 days 01:00:00,2,113
11169,A28590,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,157,0.0,0,36.0,5871600.0,0,0,0,0,0,0,0,0,1,0,0,67 days 23:00:00,2,67
11339,A28893,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,157,0.0,0,36.0,7084800.0,0,0,0,0,0,0,0,0,1,0,0,82 days 00:00:00,2,82
11341,A28899,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,157,0.0,0,74.0,77932800.0,0,0,0,1,0,1,0,0,1,1,0,902 days 00:00:00,2,902
11453,A29125,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,157,0.0,0,74.0,72489600.0,0,0,0,1,0,1,0,0,1,1,0,839 days 00:00:00,2,839
11933,A29924,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,157,0.0,0,36.0,5788800.0,0,0,0,0,0,0,0,0,1,0,0,67 days 00:00:00,2,67
12558,A31229,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,157,0.0,0,36.0,9766800.0,0,0,0,0,0,0,0,0,1,0,0,113 days 01:00:00,2,113
12600,A31339,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,157,0.0,0,74.0,72230400.0,0,0,0,1,0,1,0,0,1,1,0,836 days 00:00:00,2,836
12803,A3167,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,157,82.5,0,71.5,39229200.0,0,0,0,1,0,1,0,0,1,1,0,454 days 01:00:00,2,454
12813,A31681,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,157,0.0,0,36.0,4233600.0,0,0,0,0,0,0,0,0,1,0,0,49 days 00:00:00,2,49
