,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days
25359,C15308,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,5,285.0,42764400.0,0,0,0,1,0,1,0,0,1,1,0,494 days 23:00:00,4,494
25525,C15935,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,172,0.0,5,137.55,11142000.0,0,1,0,1,0,1,0,0,1,1,0,128 days 23:00:00,4,128
25686,C16495,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,172,0.0,5,137.5,46659600.0,0,0,0,1,0,1,0,0,1,1,0,540 days 01:00:00,4,540
25817,C16948,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,172,0.0,5,137.55,77763600.0,0,0,0,1,0,1,0,0,1,1,0,900 days 01:00:00,4,900
25818,C16949,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,172,137.55,5,137.55,102646800.0,0,0,0,1,0,1,0,0,1,1,0,1188 days 01:00:00,4,1188
25861,C17062,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,172,137.55,5,137.55,67046400.0,0,0,0,1,0,1,0,0,1,1,0,776 days 00:00:00,4,776
25871,C17114,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,172,137.5,5,137.5,38538000.0,0,0,0,1,0,1,0,0,1,1,0,446 days 01:00:00,4,446
25966,C17439,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,172,0.0,5,137.5,46659600.0,0,0,0,1,0,1,0,0,1,1,0,540 days 01:00:00,4,540
26016,C17594,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,149,0.0,5,143.0,92880000.0,0,0,0,1,0,1,0,0,1,1,0,1075 days 00:00:00,4,1075
26044,C17692,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,172,0.0,5,137.5,90288000.0,0,0,0,1,0,1,0,0,1,1,0,1045 days 00:00:00,4,1045
26058,C17732,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,6,275.0,91929600.0,0,0,0,1,0,1,0,0,1,1,0,1064 days 00:00:00,4,1064
26126,C17927,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,146,286.5,6,286.5,43203600.0,0,0,0,1,0,1,0,0,1,1,0,500 days 01:00:00,4,500
26146,C17983,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,146,286.5,6,286.5,31190400.0,0,0,0,1,0,1,0,0,1,1,0,361 days 00:00:00,4,361
26159,C18032,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,172,0.0,5,137.5,47523600.0,0,0,0,1,0,1,0,0,1,1,0,550 days 01:00:00,4,550
