,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days
23787,C10311,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,97,0.0,0,62.59,34038000.0,0,0,0,1,0,1,0,0,1,1,0,393 days 23:00:00,15,393
23904,C11093,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,97,0.0,0,62.59,33519600.0,0,0,0,1,0,1,0,0,1,1,0,387 days 23:00:00,15,387
23908,C11108,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,97,0.0,0,62.59,63244800.0,0,0,0,1,0,1,0,0,1,1,0,732 days 00:00:00,15,732
23926,C11146,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,72,0.0,0,125.19,32400000.0,0,0,0,1,0,1,0,0,1,1,0,375 days 00:00:00,15,375
24189,C12320,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,97,0.0,0,62.59,53308800.0,0,0,0,1,0,1,0,0,1,1,0,617 days 00:00:00,15,617
24462,C13200,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,97,0.0,0,65.6,52794000.0,0,0,0,1,0,1,0,0,1,1,0,611 days 01:00:00,15,611
24785,C13932,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,97,0.0,0,65.6,45795600.0,0,0,0,1,0,1,0,0,1,1,0,530 days 01:00:00,15,530
25016,C14498,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,72,0.0,0,131.0,24710400.0,0,0,0,1,0,1,0,0,1,1,0,286 days 00:00:00,15,286
25106,C14717,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,102,0.0,0,131.0,119062800.0,0,0,0,1,0,1,0,0,1,1,0,1378 days 01:00:00,15,1378
25317,C15170,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,80,148.0,0,297.0,5187600.0,0,0,0,1,0,1,0,0,1,1,0,60 days 01:00:00,15,60
25324,C15194,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,80,0.0,0,275.1,58496400.0,0,0,0,1,0,1,0,0,1,1,0,677 days 01:00:00,15,677
25334,C15214,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,80,0.0,0,275.1,43030800.0,0,0,0,1,0,1,0,0,1,1,0,498 days 01:00:00,15,498
25374,C15355,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,97,19.95,0,19.95,345600.0,0,0,0,0,0,0,0,0,1,0,0,4 days 00:00:00,15,4
25379,C15368,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,80,137.55,0,137.55,345600.0,0,0,0,0,0,0,0,0,1,0,0,4 days 00:00:00,15,4
25388,C15418,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,80,0.0,0,275.1,38106000.0,0,0,0,1,0,1,0,0,1,1,0,441 days 01:00:00,15,441
