,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days
8,A10009,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,57.0,0,44.0,19440000.0,1,0,0,1,0,1,0,0,1,1,0,225 days 00:00:00,14,225
116,A1017,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,32.0,0,42.5,80438400.0,1,0,0,1,0,1,0,0,1,1,0,931 days 00:00:00,14,931
262,A10418,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,57.0,0,44.0,43459200.0,1,0,0,1,0,1,0,0,1,1,0,503 days 00:00:00,14,503
276,A10434,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,57.0,0,44.0,22035600.0,1,0,0,1,0,1,0,0,1,1,0,255 days 01:00:00,14,255
301,A1047,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,53.5,0,42.5,28771200.0,1,0,0,1,0,1,0,0,1,1,0,333 days 00:00:00,14,333
429,A10664,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,57.0,0,44.0,48643200.0,1,0,0,1,0,1,0,0,1,1,0,563 days 00:00:00,14,563
457,A10700,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,57.0,0,44.0,17625600.0,1,0,0,1,0,1,0,0,1,1,0,204 days 00:00:00,14,204
520,A10798,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,35.0,0,44.0,18054000.0,1,0,0,1,0,1,0,0,1,1,0,208 days 23:00:00,14,208
624,A10964,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,35.0,0,44.0,61948800.0,1,0,0,1,0,1,0,0,1,1,0,717 days 00:00:00,14,717
792,A11211,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,57.0,0,44.0,20044800.0,1,0,0,1,0,1,0,0,1,1,0,232 days 00:00:00,14,232
1054,A1161,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,46.0,0,35.0,11840400.0,1,0,0,0,0,0,0,0,1,1,0,137 days 01:00:00,14,137
2138,A13443,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,114.0,0,44.0,69807600.0,1,0,0,1,0,1,0,0,1,1,0,807 days 23:00:00,14,807
3148,A15177,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,49.0,0,74.0,55209600.0,1,0,0,1,0,1,0,0,1,1,0,639 days 00:00:00,14,639
3179,A15219,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,57.0,0,44.0,15555600.0,1,0,0,1,0,1,0,0,1,1,0,180 days 01:00:00,14,180
3195,A15243,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,35.5,0,44.0,65923200.0,1,0,0,1,0,1,0,0,1,1,0,763 days 00:00:00,14,763
3264,A15348,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,57.5,0,44.0,26092800.0,1,0,0,1,0,1,0,0,1,1,0,302 days 00:00:00,14,302
3807,A16261,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,87.0,0,74.0,19875600.0,1,0,0,1,0,1,0,0,1,1,0,230 days 01:00:00,14,230
3948,A16485,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,49.0,0,74.0,55123200.0,1,0,0,1,0,1,0,0,1,1,0,638 days 00:00:00,14,638
4054,A16681,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,49.0,0,74.0,55123200.0,1,0,0,1,0,1,0,0,1,1,0,638 days 00:00:00,14,638
4298,A17108,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,49.0,0,74.0,53913600.0,1,0,0,1,0,1,0,0,1,1,0,624 days 00:00:00,14,624
5047,A18401,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,87.0,0,74.0,33523200.0,1,0,0,1,0,1,0,0,1,1,0,388 days 00:00:00,14,388
5137,A18526,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,62.6,0,44.0,22114800.0,1,0,0,1,0,1,0,0,1,1,0,255 days 23:00:00,14,255
5143,A18532,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,114.0,0,44.0,64627200.0,1,0,0,1,0,1,0,0,1,1,0,748 days 00:00:00,14,748
5147,A18543,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,70.0,0,44.0,12096000.0,1,0,0,1,0,1,0,0,1,1,0,140 days 00:00:00,14,140
5150,A18548,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,35.0,0,44.0,79142400.0,1,0,0,1,0,1,0,0,1,1,0,916 days 00:00:00,14,916
5195,A18631,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,87.0,0,74.0,37843200.0,1,0,0,1,0,1,0,0,1,1,0,438 days 00:00:00,14,438
5207,A1865,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,32.0,0,42.5,38016000.0,1,0,0,1,0,1,0,0,1,1,0,440 days 00:00:00,14,440
5232,A187,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,82.5,0,71.5,22291200.0,1,0,0,1,0,1,0,0,1,1,0,258 days 00:00:00,14,258
5339,A18875,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,87.0,0,74.0,22723200.0,1,0,0,1,0,1,0,0,1,1,0,263 days 00:00:00,14,263
5407,A18967,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,57.0,0,44.0,36288000.0,1,0,0,1,0,1,0,0,1,1,0,420 days 00:00:00,14,420
