,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days
23848,C10852,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,122,625.9,0,625.95,44755200.0,9,1,0,1,1,1,0,0,1,1,0,518 days 00:00:00,22,518
24409,C13062,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,193,656.0,0,1311.98,76291200.0,9,1,0,1,0,1,0,0,1,1,0,883 days 00:00:00,22,883
26245,C18213,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,94,600.0,0,720.83,42505200.0,3,1,0,1,0,1,0,0,1,1,0,491 days 23:00:00,22,491
26582,C19089,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,20,286.5,0,286.5,70243200.0,7,0,0,1,0,1,0,0,1,1,0,813 days 00:00:00,22,813
27405,C21281,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,80,624.0,0,624.0,67478400.0,5,0,0,1,0,1,0,0,1,1,0,781 days 00:00:00,22,781
27630,C21806,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,80,312.0,0,312.0,42253200.0,3,0,0,1,0,1,0,0,1,1,0,489 days 01:00:00,22,489
27767,C22164,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,80,319.5,0,319.5,22896000.0,4,0,0,1,0,1,0,0,1,1,0,265 days 00:00:00,22,265
27996,C23364,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,80,1842.0,0,3684.5,9331200.0,4,0,0,1,0,1,0,0,1,1,0,108 days 00:00:00,22,108
28018,L2393,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,180,413.0,0,798.0,11314800.0,3,0,0,1,0,1,0,0,1,1,0,130 days 23:00:00,22,130
55541,N67142,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,29.77,0,68.77,73008000.0,4,0,0,1,0,1,0,0,1,1,0,845 days 00:00:00,22,845
79050,S109961,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,158,4021.0,0,71.5,78706800.0,1,0,0,1,0,1,0,0,1,1,0,910 days 23:00:00,22,910
91740,S136648,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,158,169.0,0,155.5,86403600.0,4,0,0,1,0,1,0,0,1,1,0,1000 days 01:00:00,22,1000
101161,S154142,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,158,169.0,0,155.5,30326400.0,4,0,0,1,0,1,0,0,1,1,1,351 days 00:00:00,22,351
104318,S160128,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,158,169.0,2,155.5,45277200.0,4,0,0,1,0,1,0,0,1,1,0,524 days 01:00:00,22,524
