,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days
23791,C10393,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,193,0.0,0,1251.89,41554800.0,0,0,0,1,0,1,0,0,1,1,0,480 days 23:00:00,21,480
23831,C10602,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,180,0.0,0,655.99,38365200.0,0,0,0,1,0,1,0,0,1,1,0,444 days 01:00:00,21,444
24247,C12543,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,193,0.0,0,1251.89,48902400.0,0,0,0,1,0,1,0,0,1,1,0,566 days 00:00:00,21,566
24370,C12938,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,193,0.0,0,1311.98,37666800.0,0,0,0,1,0,1,0,0,1,1,0,435 days 23:00:00,21,435
24381,C12968,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,193,0.0,0,1311.98,33001200.0,0,0,0,1,0,1,0,0,1,1,0,381 days 23:00:00,21,381
24410,C13063,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,193,0.0,0,1311.98,116038800.0,0,1,1,1,1,1,1,0,1,1,0,1343 days 01:00:00,21,1343
24592,C13515,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,193,0.0,0,1311.98,48042000.0,0,0,0,1,0,1,0,0,1,1,0,556 days 01:00:00,21,556
24708,C13735,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,193,0.0,0,1311.98,7779600.0,0,1,0,1,0,1,0,0,1,1,0,90 days 01:00:00,21,90
24765,C13892,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,193,655.0,0,1311.5,6303600.0,0,0,0,1,0,1,0,0,1,1,0,72 days 23:00:00,21,72
24800,C13964,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,193,0.0,0,1311.98,46400400.0,0,0,0,1,0,1,0,0,1,1,0,537 days 01:00:00,21,537
24807,C13979,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,193,0.0,0,1311.98,39834000.0,0,0,0,1,0,1,0,0,1,1,0,461 days 01:00:00,21,461
24952,C14365,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,193,662.7,0,1311.98,8899200.0,0,0,0,1,0,1,0,0,1,1,0,103 days 00:00:00,21,103
25067,C14605,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,193,0.0,0,1311.5,38883600.0,0,0,0,1,0,1,0,0,1,1,0,450 days 01:00:00,21,450
