,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days
6807,A21304,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,7,57.0,0,44.0,18489600.0,1,0,0,1,0,1,0,0,1,1,0,214 days 00:00:00,6,214
11430,A29081,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,7,36.0,0,36.0,172800.0,0,0,0,0,0,0,0,0,1,0,0,2 days 00:00:00,6,2
11904,A29884,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,7,0.0,0,44.0,68688000.0,0,0,0,1,0,1,0,0,1,1,0,795 days 00:00:00,6,795
12039,A30151,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,7,0.0,0,74.0,73094400.0,0,0,0,1,0,1,0,0,1,1,0,846 days 00:00:00,6,846
14174,A34020,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,7,0.0,0,74.0,69379200.0,0,0,0,1,0,1,0,0,1,1,0,803 days 00:00:00,6,803
14175,A34021,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,7,0.0,0,36.0,6825600.0,0,0,0,0,0,0,0,0,1,0,0,79 days 00:00:00,6,79
16238,A37680,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,7,22.0,0,22.0,432000.0,0,0,0,0,0,0,0,0,1,0,0,5 days 00:00:00,6,5
18243,A41422,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,7,0.0,0,23.0,9590400.0,0,0,0,0,0,0,0,0,1,0,0,111 days 00:00:00,6,111
21439,A575,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,7,0.0,0,21.0,10803600.0,0,0,0,0,0,0,0,0,1,0,0,125 days 01:00:00,6,125
23265,A9174,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,7,0.0,0,36.0,10623600.0,0,0,0,0,0,0,0,0,1,0,0,122 days 23:00:00,6,122
24108,C12027,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,7,0.0,0,125.19,56592000.0,0,1,1,1,1,1,1,0,1,1,0,655 days 00:00:00,6,655
24302,C12740,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,41,0.0,0,125.19,48556800.0,0,0,0,1,0,1,0,0,1,1,0,562 days 00:00:00,6,562
