,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days
96,A10141,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,64710000.0,0,0,0,1,0,1,0,0,1,1,0,748 days 23:00:00,5,748
862,A11322,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,61344000.0,0,0,0,1,0,1,0,0,1,1,0,710 days 00:00:00,5,710
1147,A11739,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,59616000.0,0,0,0,1,0,1,0,0,1,1,0,690 days 00:00:00,5,690
2604,A14235,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,55296000.0,0,0,0,1,0,1,0,0,1,1,0,640 days 00:00:00,5,640
3045,A150,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,2,143.0,29203200.0,0,1,0,1,0,1,0,0,1,1,0,338 days 00:00:00,5,338
3466,A15699,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,56160000.0,0,0,0,1,0,1,0,0,1,1,0,650 days 00:00:00,5,650
4174,A16908,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,52099200.0,0,0,0,1,0,1,0,0,1,1,0,603 days 00:00:00,5,603
5157,A18562,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,52876800.0,0,0,0,1,0,1,0,0,1,1,0,612 days 00:00:00,5,612
5967,A19934,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,52617600.0,0,0,0,1,0,1,0,0,1,1,0,609 days 00:00:00,5,609
5972,A1994,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,143.0,82166400.0,0,0,0,1,0,1,0,0,1,1,0,951 days 00:00:00,5,951
6343,A20513,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,50976000.0,0,0,0,1,0,1,0,0,1,1,0,590 days 00:00:00,5,590
7637,A22721,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,46656000.0,0,0,0,1,0,1,0,0,1,1,0,540 days 00:00:00,5,540
9478,A25817,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,82767600.0,0,0,0,1,0,1,0,0,1,1,0,957 days 23:00:00,5,957
10373,A27273,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,73094400.0,0,0,0,1,0,1,0,0,1,1,0,846 days 00:00:00,5,846
11737,A29566,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,2,74.0,9853200.0,0,0,0,0,0,0,0,0,1,0,0,114 days 01:00:00,5,114
13863,A33482,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,158,161.5,2,148.0,31536000.0,0,0,0,1,0,1,0,0,1,1,0,365 days 00:00:00,5,365
14152,A33987,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,70070400.0,0,0,0,1,0,1,0,0,1,1,0,811 days 00:00:00,5,811
14276,A3418,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,158,154.0,2,143.0,36896400.0,1,0,0,1,0,1,0,0,1,1,0,427 days 01:00:00,5,427
14750,A35027,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,2,74.0,9594000.0,0,0,0,0,0,0,0,0,1,0,0,111 days 01:00:00,5,111
15758,A36860,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,63676800.0,0,0,0,1,0,1,0,0,1,1,0,737 days 00:00:00,5,737
15912,A37122,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,62553600.0,0,0,0,1,0,1,0,0,1,1,0,724 days 00:00:00,5,724
20024,A44519,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,2,155.5,20653200.0,0,1,0,1,0,1,0,0,1,1,0,239 days 01:00:00,5,239
20057,A44568,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,2,155.5,20736000.0,0,1,0,1,0,1,0,0,1,1,0,240 days 00:00:00,5,240
20638,A45571,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,2,155.5,20563200.0,0,1,0,1,0,1,0,0,1,1,0,238 days 00:00:00,5,238
20867,A46273,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,155.5,78278400.0,0,0,0,1,0,1,0,0,1,1,0,906 days 00:00:00,5,906
23179,A903,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,2,143.0,19098000.0,0,1,0,1,0,1,0,0,1,1,0,221 days 01:00:00,5,221
23555,A9633,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,65660400.0,0,0,0,1,0,1,0,0,1,1,0,759 days 23:00:00,5,759
25478,C15795,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,2,148.0,6310800.0,0,1,0,1,0,1,0,0,1,1,0,73 days 01:00:00,5,73
25479,C15797,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,143.0,81993600.0,0,0,0,1,0,1,0,0,1,1,0,949 days 00:00:00,5,949
25960,C17413,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,142,0.0,2,286.5,85795200.0,0,0,0,1,0,1,0,0,1,1,0,993 days 00:00:00,5,993
26063,C17741,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,149,0.0,3,74.0,34988400.0,0,0,0,1,0,1,0,0,1,1,0,404 days 23:00:00,5,404
26125,C17926,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,161,0.0,2,71.5,50634000.0,0,0,0,1,0,1,0,0,1,1,0,586 days 01:00:00,5,586
26143,C17980,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,189,143.0,2,143.0,48992400.0,0,0,0,1,0,1,0,0,1,1,0,567 days 01:00:00,5,567
26275,C18307,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,142,0.0,2,286.5,93312000.0,0,0,0,1,0,1,0,0,1,1,0,1080 days 00:00:00,5,1080
26352,C18510,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,189,148.0,2,148.0,37670400.0,0,0,0,1,0,1,0,0,1,1,0,436 days 00:00:00,5,436
26385,C18585,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,142,286.5,2,286.5,51066000.0,0,0,0,1,0,1,0,0,1,1,0,591 days 01:00:00,5,591
26423,C18677,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,142,0.0,2,286.5,85795200.0,0,0,0,1,0,1,0,0,1,1,0,993 days 00:00:00,5,993
26477,C18802,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,51321600.0,0,0,0,1,0,1,0,0,1,1,0,594 days 00:00:00,5,594
26504,C18882,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,143.0,84758400.0,0,0,0,1,0,1,0,0,1,1,0,981 days 00:00:00,5,981
26559,C19039,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,146,71.5,2,71.5,34218000.0,0,0,0,1,0,1,0,0,1,1,0,396 days 01:00:00,5,396
26560,C19040,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,149,71.5,3,71.5,33613200.0,0,0,0,1,0,1,0,0,1,1,0,389 days 01:00:00,5,389
26570,C19061,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,192,186.0,3,0.0,10969200.0,0,0,1,1,0,1,1,0,1,1,0,126 days 23:00:00,5,126
26576,C19072,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,189,0.0,2,148.0,8294400.0,0,1,0,1,0,1,0,0,1,1,0,96 days 00:00:00,5,96
26585,C19092,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,149,0.0,3,77.5,56505600.0,0,0,0,1,0,1,0,0,1,1,0,654 days 00:00:00,5,654
26614,C19170,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,143.0,75164400.0,0,0,0,1,0,1,0,0,1,1,0,869 days 23:00:00,5,869
