,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
2,Application_428409768,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,1107636.2909998894,2,12 days 19:40:36,0,12
21,Application_1018615109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17000.0,1763882.851999998,2,20 days 09:58:03,0,20
28,Application_1197857445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6000.0,4830167.84800005,2,55 days 21:42:48,0,55
52,Application_1547844908,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40000.0,1033644.6009998322,2,11 days 23:07:25,0,11
60,Application_486645986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27000.0,1113098.4650001526,2,12 days 21:11:38,0,12
66,Application_593655901,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5000.0,4958146.121999979,2,57 days 09:15:46,0,57
73,Application_1588619628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24000.0,4914278.103999853,3,56 days 21:04:38,0,56
77,Application_1448214642,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8000.0,1051522.3159999847,2,12 days 04:05:22,0,12
80,Application_1947648225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,22000.0,6978001.513999939,3,80 days 18:20:02,0,80
89,Application_930742634,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10000.0,2759322.850000143,2,31 days 22:28:43,0,31
97,Application_178025821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50000.0,1600628.7200000286,2,18 days 12:37:09,0,18
103,Application_1754646859,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10000.0,4873154.695000172,2,56 days 09:39:15,0,56
106,Application_58755651,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50000.0,803127.2510001659,3,9 days 07:05:27,0,9
108,Application_774787486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10000.0,2186858.242000103,2,25 days 07:27:38,0,25
120,Application_1250134245,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5000.0,4831558.1289999485,2,55 days 22:05:58,0,55
143,Application_74505494,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20000.0,2749917.7679998875,2,31 days 19:51:58,0,31
147,Application_1538441067,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10500.0,2061163.7879998684,2,23 days 20:32:44,0,23
162,Application_665878125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18000.0,4814801.0069999695,2,55 days 17:26:41,0,55
165,Application_862160604,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20000.0,4813216.974999905,2,55 days 17:00:17,0,55
175,Application_663648942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,4808900.4990000725,2,55 days 15:48:20,0,55
180,Application_1308403282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18000.0,1525934.7460000515,2,17 days 15:52:15,0,17
183,Application_948316229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,30000.0,4549805.479000092,2,52 days 15:50:05,0,52
191,Application_1791187926,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5000.0,4798948.351999998,3,55 days 13:02:28,0,55
193,Application_1268592022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10000.0,1520486.5429999828,2,17 days 14:21:27,0,17
203,Application_918770224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10000.0,3783074.4309999943,4,43 days 18:51:14,0,43
217,Application_418070482,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11000.0,4199996.746999979,2,48 days 14:39:57,0,48
221,Application_920497952,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50000.0,2799322.460000038,2,32 days 09:35:22,0,32
226,Application_275597794,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5000.0,1936797.2209999561,3,22 days 09:59:57,0,22
289,Application_1492351094,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12000.0,1437921.6879999638,2,16 days 15:25:22,0,16
295,Application_190984886,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,686145.1849999428,2,7 days 22:35:45,0,7
300,Application_804815556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10000.0,1366544.51699996,2,15 days 19:35:45,0,15
349,Application_1295329022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12500.0,3563231.259000063,8,41 days 05:47:11,0,41
358,Application_1634651522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7500.0,2949993.396000147,2,34 days 03:26:33,0,34
362,Application_1945220465,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10000.0,1368390.402999878,2,15 days 20:06:30,0,15
398,Application_259183799,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5000.0,4618762.078999996,2,53 days 10:59:22,0,53
