,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
46,Application_821425679,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15000.0,783624.875,1,9 days 01:40:25,1,9
51,Application_351152063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1107407.401000023,1,12 days 19:36:47,1,12
53,Application_2055987002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15000.0,779284.114000082,1,9 days 00:28:04,1,9
117,Application_1696031128,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20000.0,623912.0780000687,1,7 days 05:18:32,1,7
127,Application_299986859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30000.0,705183.1650002003,1,8 days 03:53:03,1,8
136,Application_1471099537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10000.0,688690.7179999352,2,7 days 23:18:11,1,7
137,Application_37839400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25000.0,2604957.3420000076,1,30 days 03:35:57,1,30
138,Application_1128910355,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4662934.809999943,2,53 days 23:15:35,1,53
158,Application_347787380,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26000.0,3707063.3639998436,2,42 days 21:44:23,1,42
169,Application_220402598,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18000.0,2737554.8619999886,1,31 days 16:25:55,1,31
190,Application_1130151790,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27000.0,2639498.0269999504,1,30 days 13:11:38,1,30
240,Application_2118101879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12000.0,529914.0629999638,1,6 days 03:11:54,1,6
243,Application_29490720,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25500.0,1294599.1180000305,1,14 days 23:36:39,1,14
296,Application_911291915,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25000.0,2727718.80099988,1,31 days 13:41:59,1,31
332,Application_1426271838,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35000.0,803304.9040000439,1,9 days 07:08:25,1,9
367,Application_1312956122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12000.0,758882.7869999409,2,8 days 18:48:03,1,8
377,Application_289811958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15000.0,1290798.76699996,1,14 days 22:33:19,1,14
382,Application_1833362956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1716884.2260000706,2,19 days 20:54:44,1,19
387,Application_1853330214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30000.0,763314.3940000534,1,8 days 20:01:54,1,8
424,Application_1507218840,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16000.0,1307299.7559998035,2,15 days 03:08:20,1,15
428,Application_918578724,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21000.0,700484.1989998817,2,8 days 02:34:44,1,8
429,Application_843590096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10000.0,522391.11899995804,1,6 days 01:06:31,1,6
446,Application_1274270315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16500.0,1535823.3370001316,1,17 days 18:37:03,1,17
524,Application_1164977817,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12500.0,870837.0329999924,1,10 days 01:53:57,1,10
577,Application_909739848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,513450.239000082,1,5 days 22:37:30,1,5
656,Application_818693455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21000.0,621662.367000103,1,7 days 04:41:02,1,7
665,Application_1015478096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12500.0,2756162.26699996,1,31 days 21:36:02,1,31
669,Application_1058763045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,50000.0,689220.6849999428,1,7 days 23:27:01,1,7
685,Application_1122832658,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25000.0,702100.0199999809,1,8 days 03:01:40,1,8
694,Application_679053666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8000.0,266306.7840001583,1,3 days 01:58:27,1,3
730,Application_1910304791,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15000.0,651221.524999857,1,7 days 12:53:42,1,7
765,Application_1657807370,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27750.0,602982.1239998341,1,6 days 23:29:42,1,6
766,Application_1807260077,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15000.0,713128.3669998646,1,8 days 06:05:28,1,8
770,Application_536057092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15000.0,698546.3940000534,1,8 days 02:02:26,1,8
782,Application_1049151850,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14000.0,3188933.464999914,1,36 days 21:48:53,1,36
785,Application_127178924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,781626.0950000286,1,9 days 01:07:06,1,9
851,Application_1751378977,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15000.0,1382211.7339999676,1,15 days 23:56:52,1,15
863,Application_2097609434,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25000.0,674800.1019999981,1,7 days 19:26:40,1,7
874,Application_597053023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10000.0,609541.9479999542,1,7 days 01:19:02,1,7
917,Application_1461629716,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16000.0,2671981.347999811,1,30 days 22:13:01,1,30
919,Application_1400868306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25000.0,692479.5289998055,1,8 days 00:21:20,1,8
970,Application_627538343,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7000.0,1181227.1610000134,1,13 days 16:07:07,1,13
994,Application_1534280400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15000.0,1219850.753000021,1,14 days 02:50:51,1,14
999,Application_754937126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27000.0,958997.0610001087,1,11 days 02:23:17,1,11
1062,Application_798154047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10000.0,1379976.8529999256,1,15 days 23:19:37,1,15
1167,Application_1069329258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12500.0,280202.9739999771,1,3 days 05:50:03,1,3
1169,Application_746805274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1812117.9869999886,2,20 days 23:21:58,1,20
1170,Application_680429795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12500.0,276122.2039999962,1,3 days 04:42:02,1,3
1171,Application_318047263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,804596.5950000286,1,9 days 07:29:57,1,9
1173,Application_1812218858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16000.0,1207492.0479998589,1,13 days 23:24:52,1,13
1174,Application_1077268062,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30000.0,1208916.9579999447,1,13 days 23:48:37,1,13
1177,Application_1123503301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,694065.9019999504,1,8 days 00:47:46,1,8
