,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
133,Application_895241174,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,22000.0,873203.4720001221,3,10 days 02:33:23,18,10
304,Application_2063036518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,661745.521999836,1,7 days 15:49:06,18,7
312,Application_1880024094,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6000.0,2804811.876999855,1,32 days 11:06:52,18,32
523,Application_1250825577,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6500.0,616757.5520000458,1,7 days 03:19:18,18,7
709,Application_2081746160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10000.0,247610.57500004768,1,2 days 20:46:51,18,2
853,Application_1014824736,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10000.0,186528.81999993324,1,2 days 03:48:49,18,2
1176,Application_75004231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,50000.0,3116979.7049999237,2,36 days 01:49:40,18,36
1608,Application_755863053,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15000.0,2828744.3400001526,1,32 days 17:45:44,18,32
2124,Application_1476622990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,41000.0,1387076.894999981,1,16 days 01:17:57,18,16
2222,Application_714632062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23000.0,1569211.4069998264,1,18 days 03:53:31,18,18
2234,Application_714461843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26000.0,1376598.3319997787,1,15 days 22:23:18,18,15
2405,Application_685521212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17500.0,155638.39500021935,1,1 days 19:13:58,18,1
2606,Application_1636201715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6000.0,1540026.3940000534,1,17 days 19:47:06,18,17
2824,Application_1528142708,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,28000.0,1296010.8040001392,1,15 days 00:00:11,18,15
3264,Application_1779884800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,33000.0,963966.3329999447,1,11 days 03:46:06,18,11
3544,Application_290852330,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25000.0,1057545.3430001736,1,12 days 05:45:45,18,12
3670,Application_2098449770,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16500.0,1141326.6659998894,1,13 days 05:02:07,18,13
4653,Application_569557340,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,32000.0,692546.4879999161,1,8 days 00:22:26,18,8
5258,Application_258049460,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20000.0,1703787.768999815,1,19 days 17:16:28,18,19
5574,Application_2027354376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7000.0,2912568.078999996,1,33 days 17:02:48,18,33
5855,Application_55460795,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9000.0,2670760.609000206,1,30 days 21:52:41,18,30
6054,Application_1848296752,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,2665482.6689999104,1,30 days 20:24:43,18,30
6137,Application_740415183,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23500.0,1048213.117000103,1,12 days 03:10:13,18,12
6597,Application_1728096062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1620697.736000061,1,18 days 18:11:38,18,18
6774,Application_1919412596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,2675729.2410001755,1,30 days 23:15:29,18,30
7073,Application_324448966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25000.0,960142.364000082,1,11 days 02:42:22,18,11
7219,Application_1849209375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5000.0,1824483.0620000362,1,21 days 02:48:03,18,21
7220,Application_1800264832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6000.0,2756985.5510001183,1,31 days 21:49:46,18,31
7368,Application_73912949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,22000.0,2649595.5190000534,1,30 days 15:59:56,18,30
7781,Application_594453320,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,2775496.8529999256,1,32 days 02:58:17,18,32
7875,Application_1072151826,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,30000.0,776201.0869998932,1,8 days 23:36:41,18,8
8112,Application_558861002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6000.0,3358318.6549999714,1,38 days 20:51:59,18,38
8137,Application_338856775,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20000.0,3009294.2950000763,1,34 days 19:54:54,18,34
8340,Application_843361393,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16000.0,935206.1179997921,1,10 days 19:46:46,18,10
8959,Application_838413893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12500.0,1038577.2880001068,1,12 days 00:29:37,18,12
8988,Application_284536211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,30000.0,1835102.2369999886,1,21 days 05:45:02,18,21
9020,Application_1600137092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10000.0,2747011.2879998684,1,31 days 19:03:31,18,31
9106,Application_1364755972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15000.0,1822599.605000019,1,21 days 02:16:40,18,21
9134,Application_417956700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11000.0,2657545.387000084,1,30 days 18:12:25,18,30
9298,Application_605750251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7000.0,1394339.3020000458,1,16 days 03:18:59,18,16
9422,Application_477611889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20000.0,684822.1889998913,1,7 days 22:13:42,18,7
9442,Application_1053998899,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,33000.0,2668729.203999996,1,30 days 21:18:49,18,30
9463,Application_131073860,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26000.0,3240235.1199998856,1,37 days 12:03:55,18,37
9548,Application_1404502830,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,50000.0,1358871.129999876,1,15 days 17:27:51,18,15
