,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
70,Application_446334558,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7500.0,2933430.367999792,2,33 days 22:50:30,15,33
410,Application_775833032,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15000.0,1146598.893000126,3,13 days 06:29:59,15,13
445,Application_1926826475,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20000.0,7320360.623999834,2,84 days 17:26:01,15,84
487,Application_662386389,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6000.0,302808.49399995804,1,3 days 12:06:48,15,3
554,Application_1930081074,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5000.0,1167821.791999817,1,13 days 12:23:42,15,13
663,Application_1061354216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6000.0,353377.9279999733,1,4 days 02:09:38,15,4
703,Application_10693354,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,3634197.210000038,2,42 days 01:29:57,15,42
743,Application_1766102598,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,649552.743999958,1,7 days 12:25:53,15,7
878,Application_984488973,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8000.0,2739099.458999872,1,31 days 16:51:39,15,31
1976,Application_146842933,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10000.0,711334.4960000515,2,8 days 05:35:34,15,8
2032,Application_1441038012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7300.0,2730115.832000017,2,31 days 14:21:56,15,31
2036,Application_2092402063,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10000.0,2890636.2879998684,1,33 days 10:57:16,15,33
2457,Application_1509154703,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6000.0,1025723.4219999313,2,11 days 20:55:23,15,11
2783,Application_690783761,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5000.0,3336051.8199999332,1,38 days 14:40:52,15,38
3073,Application_2015450212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5000.0,2643336.833999872,1,30 days 14:15:37,15,30
3933,Application_546867503,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5000.0,185055.29400014877,1,2 days 03:24:15,15,2
4126,Application_1591892358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13000.0,1133107.0759999752,1,13 days 02:45:07,15,13
4164,Application_1204483638,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15000.0,2652428.597999811,1,30 days 16:47:09,15,30
4170,Application_879392331,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,603259.6650002003,1,6 days 23:34:20,15,6
4448,Application_1424247089,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20000.0,1896878.131000042,1,21 days 22:54:38,15,21
4812,Application_853133658,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15000.0,1124534.7120001316,1,13 days 00:22:15,15,13
4920,Application_1705595636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5000.0,2744275.98300004,1,31 days 18:17:56,15,31
5403,Application_1769734221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8000.0,5186301.028000116,3,60 days 00:38:21,15,60
5415,Application_1808644519,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5000.0,605613.8830001354,1,7 days 00:13:34,15,7
5484,Application_1455769176,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6000.0,957681.5329999924,1,11 days 02:01:22,15,11
6209,Application_1719869123,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6500.0,2812467.7860000134,1,32 days 13:14:28,15,32
