,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days,Surprisingness,Effectiveness
2116,Application_1102547176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,23000.0,3944486.7890000343,1,45 days 15:41:27,9,45,34667.32942183045,83201535.41006976
2355,Application_1602302483,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25000.0,3717706.8510000706,1,43 days 00:41:47,9,43,34667.32942183045,83201535.41006976
3191,Application_2051033566,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,8721170.023000002,2,100 days 22:32:50,9,100,34667.32942183045,83201535.41006976
3769,Application_441004081,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15000.0,4118680.7860000134,1,47 days 16:04:41,9,47,34667.32942183045,83201535.41006976
6797,Application_447781816,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15000.0,3802389.2980000973,1,44 days 00:13:09,9,44,34667.32942183045,83201535.41006976
7968,Application_1248061466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12000.0,4049796.539999962,2,46 days 20:56:37,9,46,34667.32942183045,83201535.41006976
9034,Application_306247214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8000.0,4385275.434000015,2,50 days 18:07:55,9,50,34667.32942183045,83201535.41006976
9070,Application_789409572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,45000.0,5784035.680999994,1,66 days 22:40:36,9,66,34667.32942183045,83201535.41006976
10303,Application_337951982,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,20000.0,4929613.877000093,2,57 days 01:20:14,9,57,34667.32942183045,83201535.41006976
10601,Application_2037608840,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25000.0,4289612.148000002,4,49 days 15:33:32,9,49,34667.32942183045,83201535.41006976
10672,Application_931532750,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,40000.0,5182618.138000011,3,59 days 23:36:58,9,59,34667.32942183045,83201535.41006976
10847,Application_658862689,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8000.0,4142056.2219998837,1,47 days 22:34:16,9,47,34667.32942183045,83201535.41006976
11126,Application_2067537692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15500.0,4357379.301000118,2,50 days 10:22:59,9,50,34667.32942183045,83201535.41006976
13786,Application_1353481915,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,26000.0,3822204.015000105,1,44 days 05:43:24,9,44,34667.32942183045,83201535.41006976
14225,Application_665388395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30000.0,6407899.315000057,1,74 days 03:58:19,9,74,34667.32942183045,83201535.41006976
15106,Application_1479772524,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25000.0,6387039.092999935,1,73 days 22:10:39,9,73,34667.32942183045,83201535.41006976
15489,Application_892756312,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10500.0,5004481.471999884,3,57 days 22:08:01,9,57,34667.32942183045,83201535.41006976
18189,Application_547842527,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,17000.0,8728804.747999907,2,101 days 00:40:05,9,101,34667.32942183045,83201535.41006976
19147,Application_669990222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8000.0,4308021.924000025,1,49 days 20:40:22,9,49,34667.32942183045,83201535.41006976
20216,Application_2049378287,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,5079896.3710000515,2,58 days 19:04:56,9,58,34667.32942183045,83201535.41006976
20322,Application_1666700356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6000.0,4310538.36500001,1,49 days 21:22:18,9,49,34667.32942183045,83201535.41006976
22301,Application_1975819852,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15000.0,4336411.288000107,1,50 days 04:33:31,9,50,34667.32942183045,83201535.41006976
28241,Application_2115489972,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16000.0,4414452.2569999695,1,51 days 02:14:12,9,51,34667.32942183045,83201535.41006976
29560,Application_1928513473,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30000.0,4165344.6800000668,1,48 days 05:02:25,9,48,34667.32942183045,83201535.41006976
