,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
39,Application_842511489,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15000.0,770418.7369999886,1,8 days 22:00:19,13,8
45,Application_1307111345,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20000.0,1105504.3429999352,1,12 days 19:05:04,13,12
121,Application_1044610848,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50000.0,1480250.3140001297,1,17 days 03:10:50,13,17
125,Application_484278024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7000.0,3996561.67599988,1,46 days 06:09:22,13,46
135,Application_1787371920,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23500.0,856691.0929999352,1,9 days 21:58:11,13,9
139,Application_54405635,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6000.0,2751570.1169998646,1,31 days 20:19:30,13,31
171,Application_1301925609,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,35000.0,941535.8029999733,1,10 days 21:32:16,13,10
372,Application_2034562541,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25000.0,592452.1370000839,1,6 days 20:34:12,13,6
592,Application_801698526,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22000.0,844298.2290000916,1,9 days 18:31:38,13,9
672,Application_1279706099,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10000.0,685509.5789999962,1,7 days 22:25:10,13,7
728,Application_111351134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15000.0,2726016.5,1,31 days 13:13:36,13,31
882,Application_1762711881,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,37500.0,2735714.3159999847,1,31 days 15:55:14,13,31
885,Application_46207219,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15000.0,422426.31599998474,1,4 days 21:20:26,13,4
942,Application_862362303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17800.0,2654167.7569999695,1,30 days 17:16:08,13,30
1048,Application_1298220841,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5800.0,1183925.361000061,1,13 days 16:52:05,13,13
1050,Application_444139032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25500.0,1101631.0440001488,1,12 days 18:00:31,13,12
