,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
38,Application_493034835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9000.0,863345.9100000858,1,9 days 23:49:06,16,9
122,Application_1999238509,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10000.0,2004441.5220000744,1,23 days 04:47:22,16,23
194,Application_1955353500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20000.0,1441865.0039999485,1,16 days 16:31:05,16,16
241,Application_1259601023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10000.0,706354.9110000134,2,8 days 04:12:35,16,8
272,Application_503966930,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36000.0,1470863.8280000687,1,17 days 00:34:24,16,17
365,Application_681276588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,35000.0,2826862.3669998646,1,32 days 17:14:22,16,32
510,Application_1661120161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27500.0,953788.2000000477,1,11 days 00:56:28,16,11
681,Application_555366492,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,42000.0,354958.17199993134,1,4 days 02:35:58,16,4
688,Application_367497731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15000.0,3032097.30099988,2,35 days 02:14:57,16,35
1064,Application_1598894275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18000.0,1738568.1599998474,1,20 days 02:56:08,16,20
1180,Application_424540764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,35000.0,1474431.0020000935,1,17 days 01:33:51,16,17
1208,Application_1164128745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11500.0,878336.1009998322,1,10 days 03:58:56,16,10
1399,Application_215620397,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,40000.0,1810525.353000164,1,20 days 22:55:25,16,20
1413,Application_950858559,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15000.0,581290.73300004,1,6 days 17:28:11,16,6
1592,Application_1012709826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33500.0,1737135.120000124,1,20 days 02:32:15,16,20
1593,Application_1746803314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12000.0,1037742.1979999542,1,12 days 00:15:42,16,12
1690,Application_488589945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30000.0,1400499.515999794,1,16 days 05:01:40,16,16
1705,Application_1901696338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17500.0,2664120.197999954,1,30 days 20:02:00,16,30
1739,Application_717836535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8000.0,1378609.6350002289,1,15 days 22:56:50,16,15
1799,Application_1616135935,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13500.0,2668557.6970000267,1,30 days 21:15:58,16,30
2214,Application_368988852,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9750.0,703924.0769999027,1,8 days 03:32:04,16,8
2363,Application_401615569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20000.0,3447403.103999853,1,39 days 21:36:43,16,39
2477,Application_1306765211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50000.0,1387109.2249999046,1,16 days 01:18:29,16,16
2515,Application_576038160,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50000.0,2644453.9680001736,1,30 days 14:34:14,16,30
2631,Application_1666519543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13500.0,1554921.9119999409,1,17 days 23:55:22,16,17
2725,Application_1497610628,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12000.0,945538.7599999905,2,10 days 22:38:59,16,10
