,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
234,Application_236257423,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10000.0,2756935.0480000973,1,31 days 21:48:55,8,31
235,Application_1892186837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5000.0,279468.27800011635,1,3 days 05:37:48,8,3
244,Application_193978070,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,35000.0,868696.2329998016,1,10 days 01:18:16,8,10
270,Application_1195396325,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15000.0,693818.0269999504,1,8 days 00:43:38,8,8
307,Application_1226577675,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10000.0,744632.8849999905,1,8 days 14:50:33,8,8
363,Application_1764180224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6000.0,3452911.0160000324,2,39 days 23:08:31,8,39
373,Application_1553446113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5000.0,2909257.73300004,1,33 days 16:07:38,8,33
388,Application_1271512732,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5000.0,2723468.279000044,1,31 days 12:31:08,8,31
416,Application_335096189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5000.0,1289561.6679999828,1,14 days 22:12:42,8,14
589,Application_1596259876,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5000.0,944272.8210000992,2,10 days 22:17:53,8,10
654,Application_1152947139,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25000.0,2672304.5390000343,3,30 days 22:18:25,8,30
666,Application_425002643,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,23000.0,797743.5,2,9 days 05:35:44,8,9
888,Application_449790608,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5000.0,4030740.347999811,2,46 days 15:39:00,8,46
889,Application_1736729099,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5000.0,666129.0859999657,1,7 days 17:02:09,8,7
911,Application_1461377869,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20000.0,1099094.1820001602,1,12 days 17:18:14,8,12
1075,Application_1152136689,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,43000.0,2232702.8589999676,2,25 days 20:11:43,8,25
1227,Application_102284220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12000.0,939381.3819999695,1,10 days 20:56:21,8,10
1436,Application_1674929512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15000.0,1087612.3399999142,1,12 days 14:06:52,8,12
1637,Application_2082160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5000.0,290166.97099995613,1,3 days 08:36:07,8,3
1738,Application_85908702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,32000.0,1893133.757999897,2,21 days 21:52:14,8,21
2000,Application_1047219107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5000.0,2744658.260999918,1,31 days 18:24:18,8,31
