,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
32,Application_1059184025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6600.0,536143.274999857,3,6 days 04:55:43,10,6
87,Application_909491524,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,941263.4460000992,1,10 days 21:27:43,10,10
130,Application_24648067,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,948752.3440001011,1,10 days 23:32:32,10,10
228,Application_368205428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18000.0,2362781.299000025,3,27 days 08:19:41,10,27
343,Application_1747572025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12500.0,1034426.5230000019,1,11 days 23:20:27,10,11
528,Application_131619654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,1110846.5980000496,1,12 days 20:34:07,10,12
562,Application_1697094390,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,1524959.3129999638,1,17 days 15:35:59,10,17
615,Application_1602626150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,2755020.1070001125,1,31 days 21:17:00,10,31
794,Application_527253429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,4120173.953999996,3,47 days 16:29:34,10,47
968,Application_71758051,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16500.0,1713569.756000042,5,19 days 19:59:30,10,19
1058,Application_152741327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30000.0,2874564.1970000267,2,33 days 06:29:24,10,33
1302,Application_47573314,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,2832099.5409998894,2,32 days 18:41:40,10,32
1483,Application_776125012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,671362.2730000019,1,7 days 18:29:22,10,7
1640,Application_94526407,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,50000.0,1313343.48300004,1,15 days 04:49:03,10,15
1835,Application_1908199131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30000.0,1104325.0720000267,1,12 days 18:45:25,10,12
1970,Application_1812699529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7000.0,2674560.9489998817,1,30 days 22:56:01,10,30
2018,Application_1097987336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,1112522.3630001545,1,12 days 21:02:02,10,12
2026,Application_1915645782,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,495873.82400012016,1,5 days 17:44:34,10,5
2440,Application_1217818731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2874664.8880000114,2,33 days 06:31:05,10,33
2478,Application_1125452989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,2834364.0340001583,2,32 days 19:19:24,10,32
2775,Application_713812670,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,2824470.1800000668,2,32 days 16:34:30,10,32
3167,Application_1625730217,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1176990.8069999218,1,13 days 14:56:31,10,13
3299,Application_813921157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,3535010.1059999466,1,40 days 21:56:50,10,40
3304,Application_21340691,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,3189575.0939998627,1,36 days 21:59:35,10,36
3332,Application_761367685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,841528.128000021,1,9 days 17:45:28,10,9
3682,Application_2127289160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,35000.0,1554245.6489999294,1,17 days 23:44:06,10,17
3855,Application_947351284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30000.0,771721.5179998875,1,8 days 22:22:02,10,8
3886,Application_1510666268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,2741642.564999819,1,31 days 17:34:03,10,31
3984,Application_1236586471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,35000.0,697326.9400000572,1,8 days 01:42:07,10,8
4012,Application_78623924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1192358.2210001945,1,13 days 19:12:38,10,13
4422,Application_1440023142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,570237.4500000477,1,6 days 14:23:57,10,6
4443,Application_268824226,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,674582.3329999447,1,7 days 19:23:02,10,7
4488,Application_2045735408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,35000.0,1221448.0,3,14 days 03:17:28,10,14
4490,Application_1555979320,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7000.0,1891364.9889998436,1,21 days 21:22:45,10,21
4528,Application_607014950,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,4569607.36500001,2,52 days 21:20:07,10,52
4605,Application_1440900290,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21000.0,1872845.7230000496,3,21 days 16:14:06,10,21
4735,Application_1856168404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,4052405.914999962,2,46 days 21:40:06,10,46
4851,Application_1935742015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,1608308.609999895,1,18 days 14:45:09,10,18
5051,Application_1860190418,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8000.0,2733797.4269998074,1,31 days 15:23:17,10,31
5314,Application_823592551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,2742179.294000149,1,31 days 17:42:59,10,31
5413,Application_117082133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,1612453.876999855,1,18 days 15:54:14,10,18
5460,Application_897429884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,1042742.5930001736,2,12 days 01:39:03,10,12
5570,Application_893190776,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,594320.1599998474,1,6 days 21:05:20,10,6
5572,Application_1968736484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7500.0,875813.7939999104,1,10 days 03:16:54,10,10
5669,Application_222295771,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1463104.280999899,1,16 days 22:25:04,10,16
5888,Application_732468386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,681454.1589999199,1,7 days 21:17:34,10,7
6169,Application_1689321100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,1360761.2089998722,2,15 days 17:59:21,10,15
6206,Application_241685891,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8000.0,943302.5910000801,1,10 days 22:01:43,10,10
6215,Application_2028718315,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,2977640.125,1,34 days 11:07:20,10,34
6226,Application_1817155931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25750.0,1362060.3289999962,1,15 days 18:21:00,10,15
6481,Application_1581922106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2544593.9110000134,1,29 days 10:49:54,10,29
6611,Application_2124247941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,4801147.840999842,1,55 days 13:39:08,10,55
7083,Application_666400249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14000.0,1138869.8740000725,1,13 days 04:21:10,10,13
7108,Application_943092013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,935097.621999979,1,10 days 19:44:58,10,10
7132,Application_2019785587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2846580.5699999332,1,32 days 22:43:01,10,32
7188,Application_1921084759,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18000.0,689855.9490001202,1,7 days 23:37:36,10,7
7198,Application_379186341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7500.0,1277680.3050000668,1,14 days 18:54:40,10,14
7317,Application_557305484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,1502969.0479998589,1,17 days 09:29:29,10,17
7346,Application_678057668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30000.0,1467152.503000021,1,16 days 23:32:33,10,16
7416,Application_1201139814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17500.0,638286.1319999695,1,7 days 09:18:06,10,7
7706,Application_1914825989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14000.0,1095145.0190000534,1,12 days 16:12:25,10,12
7717,Application_1870186764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2808135.024000168,1,32 days 12:02:15,10,32
7985,Application_192116523,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,603032.1909999847,1,6 days 23:30:32,10,6
8106,Application_604369010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,1701437.878000021,1,19 days 16:37:18,10,19
8175,Application_95392929,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8000.0,2634642.78399992,1,30 days 11:50:43,10,30
8234,Application_1115041108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,940759.3059999943,3,10 days 21:19:19,10,10
8381,Application_2052670486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17000.0,3108199.9820001125,4,35 days 23:23:20,10,35
8397,Application_1702878962,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,4313480.047999859,1,49 days 22:11:20,10,49
8610,Application_1405013272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,642984.9800000191,1,7 days 10:36:25,10,7
8773,Application_1417957596,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19000.0,808926.6319999695,2,9 days 08:42:07,10,9
8786,Application_356953054,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,2635910.027999878,1,30 days 12:11:50,10,30
8805,Application_1721388618,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,2627810.65500021,1,30 days 09:56:51,10,30
9214,Application_2047928651,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26500.0,505216.1979999542,2,5 days 20:20:16,10,5
9219,Application_1688338087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,5033004.83100009,2,58 days 06:03:25,10,58
9261,Application_398518963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30000.0,1345365.0460000038,1,15 days 13:42:45,10,15
9297,Application_1679836886,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22000.0,2667992.7950000763,1,30 days 21:06:33,10,30
9421,Application_1437838501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,50000.0,3177583.188000202,1,36 days 18:39:43,10,36
