,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
771,Application_1982597468,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,50000.0,515998.367000103,1,5 days 23:19:58,23,5
780,Application_485970534,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17000.0,1977050.6210000515,1,22 days 21:10:51,23,22
1221,Application_1044260282,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6500.0,2492988.171000004,1,28 days 20:29:48,23,28
1508,Application_302165417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10000.0,2151308.603999853,1,24 days 21:35:09,23,24
3681,Application_1420822500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7000.0,2828414.202000141,2,32 days 17:40:14,23,32
3965,Application_1787159691,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,50000.0,1282462.0089998245,1,14 days 20:14:22,23,14
5890,Application_1572142806,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,27500.0,2738763.667999983,1,31 days 16:46:04,23,31
6062,Application_1083806463,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,508578.38100004196,1,5 days 21:16:18,23,5
6651,Application_876737775,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25000.0,762743.2160000801,1,8 days 19:52:23,23,8
6796,Application_1528409499,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12500.0,2088480.8639998436,1,24 days 04:08:01,23,24
8138,Application_654935699,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15000.0,949157.8890001774,3,10 days 23:39:18,23,10
8713,Application_1879252788,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,1130862.1660001278,1,13 days 02:07:42,23,13
8911,Application_183632538,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17000.0,2821437.396000147,1,32 days 15:43:57,23,32
11537,Application_1252850129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20000.0,878731.375,1,10 days 04:05:31,23,10
13105,Application_1460455963,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25000.0,3204497.907000065,1,37 days 02:08:18,23,37
13373,Application_1488949636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14000.0,1395393.3159999847,2,16 days 03:36:33,23,16
14781,Application_713221754,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17000.0,772671.2739999294,1,8 days 22:37:51,23,8
15002,Application_403459560,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7000.0,942049.3819999695,1,10 days 21:40:49,23,10
19102,Application_695027851,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17900.0,2154990.6950001717,1,24 days 22:36:31,23,24
19479,Application_1895860682,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18000.0,1432087.754999876,1,16 days 13:48:08,23,16
21746,Application_1628380935,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8000.0,1374360.3459999561,1,15 days 21:46:00,23,15
23628,Application_603167283,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15000.0,782262.1799998283,1,9 days 01:17:42,23,9
25482,Application_19269284,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15000.0,3263607.8970000744,1,37 days 18:33:28,23,37
25542,Application_528558455,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15000.0,2072434.4520001411,2,23 days 23:40:34,23,23
28303,Application_1090618586,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14000.0,2645208.5829999447,1,30 days 14:46:49,23,30
28870,Application_1356784595,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,33000.0,930607.7709999084,2,10 days 18:30:08,23,10
