,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
167,Application_369018038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2651821.815000057,1,30 days 16:37:02,11,30
199,Application_1428307326,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25000.0,590331.0590000153,1,6 days 19:58:51,11,6
340,Application_232465255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,703185.8369998932,1,8 days 03:19:46,11,8
355,Application_1979284304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,508236.129999876,1,5 days 21:10:36,11,5
478,Application_1506426720,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,488651.96700000763,1,5 days 15:44:12,11,5
499,Application_1786874274,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,25207.335000038147,1,0 days 07:00:07,11,0
513,Application_244579239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,942769.126999855,1,10 days 21:52:49,11,10
527,Application_83337214,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,40000.0,1807253.84100008,1,20 days 22:00:54,11,20
541,Application_891389450,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30000.0,2226515.1879999638,1,25 days 18:28:35,11,25
650,Application_693445967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2083124.1879999638,1,24 days 02:38:44,11,24
674,Application_19385579,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2175717.019999981,1,25 days 04:21:57,11,25
745,Application_687077392,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2632206.353000164,1,30 days 11:10:06,11,30
866,Application_638536744,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,698526.5659999847,1,8 days 02:02:07,11,8
872,Application_323048075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,75450.51600003242,1,0 days 20:57:31,11,0
887,Application_627487146,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,521297.9049999714,1,6 days 00:48:18,11,6
993,Application_1148948732,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1753950.6549999714,1,20 days 07:12:31,11,20
996,Application_1825891896,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,526650.350000143,1,6 days 02:17:30,11,6
1068,Application_1004943461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9000.0,784277.6750001907,1,9 days 01:51:18,11,9
1191,Application_95863982,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2754467.2219998837,1,31 days 21:07:47,11,31
1216,Application_581353147,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1463848.1870000362,1,16 days 22:37:28,11,16
1280,Application_1232820241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1224323.5620000362,1,14 days 04:05:24,11,14
1311,Application_1660587788,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,850975.1950001717,1,9 days 20:22:55,11,9
1328,Application_387378692,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1705418.3240001202,1,19 days 17:43:38,11,19
1452,Application_742871702,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,7810.25,1,0 days 02:10:10,11,0
1471,Application_1033307487,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1633623.3280000687,1,18 days 21:47:03,11,18
1486,Application_2034039470,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2318430.4760000706,2,26 days 20:00:30,11,26
1502,Application_75345119,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,63748.63499999046,1,0 days 17:42:29,11,0
1509,Application_1358464831,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2719891.068000078,1,31 days 11:31:31,11,31
1544,Application_923895936,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,603268.3439998627,2,6 days 23:34:28,11,6
1558,Application_996369948,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1020413.248000145,1,11 days 19:26:53,11,11
1567,Application_912018460,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25000.0,3269172.796000004,1,37 days 20:06:13,11,37
1601,Application_1404994331,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,766654.5889999866,1,8 days 20:57:35,11,8
1721,Application_322174930,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,847290.98300004,1,9 days 19:21:31,11,9
1727,Application_1902119268,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,50000.0,1463636.112999916,2,16 days 22:33:56,11,16
1750,Application_546890434,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,840053.9800000191,1,9 days 17:20:54,11,9
1840,Application_507916546,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14000.0,750067.0240001678,2,8 days 16:21:07,11,8
1906,Application_132859811,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,426653.59600019455,1,4 days 22:30:54,11,4
1926,Application_1519896529,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1116388.4709999561,1,12 days 22:06:28,11,12
2089,Application_551059309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,942555.7109999657,1,10 days 21:49:16,11,10
2098,Application_250211561,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1547376.5320000648,1,17 days 21:49:37,11,17
2221,Application_1362954287,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30000.0,885219.7799999714,1,10 days 05:53:40,11,10
2228,Application_224264081,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7000.0,3016183.8040001392,1,34 days 21:49:44,11,34
2282,Application_996504543,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,3095526.3940000534,1,35 days 19:52:06,11,35
2305,Application_1618264715,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,590650.6659998894,1,6 days 20:04:11,11,6
2361,Application_528436480,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2759362.9700000286,2,31 days 22:29:23,11,31
2409,Application_891145200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,155839.44799995422,1,1 days 19:17:19,11,1
2463,Application_1480315001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2665956.8329999447,2,30 days 20:32:37,11,30
2514,Application_99213678,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1117850.1689999104,1,12 days 22:30:50,11,12
2637,Application_1562591338,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,450654.5460000038,1,5 days 05:10:55,11,5
2640,Application_1734546674,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2665484.8819999695,1,30 days 20:24:45,11,30
2661,Application_2107908034,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2227885.955000162,1,25 days 18:51:26,11,25
2883,Application_1291416564,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1281702.8350000381,1,14 days 20:01:43,11,14
2982,Application_2138403514,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2645386.6549999714,1,30 days 14:49:47,11,30
3225,Application_1377965187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17000.0,5402.786000013351,1,0 days 01:30:03,11,0
3364,Application_224754935,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1392795.6530001163,1,16 days 02:53:16,11,16
3369,Application_869604556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,2662168.3250000477,1,30 days 19:29:28,11,30
3376,Application_1028452966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,877820.865999937,1,10 days 03:50:21,11,10
