,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
10,Application_1529124572,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5000.0,2227382.2640001774,1,25 days 18:43:02,4,25
11,Application_387012864,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5000.0,2732435.6330001354,1,31 days 15:00:36,4,31
50,Application_857715587,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,40000.0,2649650.1940000057,1,30 days 16:00:50,4,30
71,Application_130460765,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20000.0,1314566.3849999905,2,15 days 05:09:26,4,15
81,Application_1130101747,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10500.0,1624812.39199996,1,18 days 19:20:12,4,18
91,Application_354702724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5000.0,905820.6930000782,2,10 days 11:37:01,4,10
92,Application_1357431492,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5000.0,2720426.0510001183,1,31 days 11:40:26,4,31
102,Application_1339153511,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12000.0,1348205.652999878,1,15 days 14:30:06,4,15
105,Application_1304234740,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,50000.0,2133292.697999954,2,24 days 16:34:53,4,24
116,Application_1962860870,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6000.0,611657.2649998665,2,7 days 01:54:17,4,7
141,Application_1859638703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15000.0,708484.9779999256,2,8 days 04:48:05,4,8
149,Application_2040511284,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5500.0,2239448.7479999065,3,25 days 22:04:09,4,25
166,Application_60181210,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20000.0,1271007.5709998608,1,14 days 17:03:28,4,14
197,Application_1723028098,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25000.0,1797412.1530001163,1,20 days 19:16:52,4,20
202,Application_1141114991,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15000.0,1966163.5469999313,1,22 days 18:09:24,4,22
204,Application_1016816804,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5000.0,1539488.9930000305,1,17 days 19:38:09,4,17
212,Application_1151254747,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5000.0,4791392.414000034,3,55 days 10:56:32,4,55
218,Application_1248349972,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5000.0,2725981.9779999256,1,31 days 13:13:02,4,31
222,Application_886515262,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,30000.0,2042110.3050000668,2,23 days 15:15:10,4,23
250,Application_402039661,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,37000.0,2426300.473999977,4,28 days 01:58:20,4,28
255,Application_562322973,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25000.0,684918.7780001163,2,7 days 22:15:19,4,7
259,Application_1702060008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20000.0,756787.371999979,1,8 days 18:13:07,4,8
260,Application_2059945768,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,30000.0,1447582.7249999046,1,16 days 18:06:23,4,16
265,Application_944177310,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10000.0,2741318.0099999905,2,31 days 17:28:38,4,31
269,Application_1911804233,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20000.0,2825970.2159998417,1,32 days 16:59:30,4,32
271,Application_1274070913,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5000.0,2652422.3010001183,2,30 days 16:47:02,4,30
292,Application_1251541081,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15000.0,260583.43200016022,1,3 days 00:23:03,4,3
