,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
5,Application_1085880569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13000.0,5075728.960000038,2,58 days 17:55:29,24,58
13,Application_42838382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29500.0,5061733.669999838,3,58 days 14:02:14,24,58
42,Application_767475240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15400.0,2574446.5209999084,6,29 days 19:07:27,24,29
55,Application_1234535641,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8000.0,4977508.802999973,2,57 days 14:38:29,24,57
72,Application_1300843234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12500.0,784423.8870000839,2,9 days 01:53:44,24,9
75,Application_1765204099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8300.0,883907.4200000763,2,10 days 05:31:47,24,10
129,Application_1252717204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20600.0,5536474.986000061,4,64 days 01:54:35,24,64
148,Application_822724921,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30000.0,621651.9500000477,2,7 days 04:40:52,24,7
163,Application_1044911465,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19500.0,4814481.441999912,2,55 days 17:21:21,24,55
164,Application_1613424593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18000.0,1359127.5350000858,2,15 days 17:32:08,24,15
196,Application_1979402314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13250.0,4797768.664000034,4,55 days 12:42:49,24,55
237,Application_788421650,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,5000842.6180000305,2,57 days 21:07:23,24,57
