,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
689,Application_1016632627,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,50000.0,1219439.84100008,1,14 days 02:44:00,22,14
1049,Application_251196305,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20000.0,1458525.121999979,1,16 days 21:08:45,22,16
1678,Application_634004489,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,29000.0,2673694.3340001106,1,30 days 22:41:34,22,30
1957,Application_878691785,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6000.0,1190703.4400000572,1,13 days 18:45:03,22,13
3795,Application_513980010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15000.0,2667113.792999983,1,30 days 20:51:54,22,30
4266,Application_1538401678,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17000.0,1786822.7870001793,1,20 days 16:20:23,22,20
5106,Application_1851550771,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32500.0,779110.2990000248,1,9 days 00:25:10,22,9
5256,Application_1122207344,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12000.0,1270998.648000002,1,14 days 17:03:19,22,14
11459,Application_1411506476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,75000.0,2912861.217999935,1,33 days 17:07:41,22,33
15711,Application_1805477322,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,22000.0,1116902.1029999256,1,12 days 22:15:02,22,12
16823,Application_552818986,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7500.0,2944513.399000168,1,34 days 01:55:13,22,34
18074,Application_2094250791,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13000.0,2168931.832000017,1,25 days 02:28:52,22,25
18075,Application_569369605,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11000.0,938970.7570002079,1,10 days 20:49:31,22,10
18790,Application_1453826354,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,30000.0,864244.6180000305,1,10 days 00:04:05,22,10
20067,Application_1515879736,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,45000.0,2834452.0130000114,1,32 days 19:20:52,22,32
20181,Application_412624923,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10000.0,606328.9049999714,1,7 days 00:25:29,22,7
21568,Application_18463847,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20000.0,3336449.1300001144,1,38 days 14:47:29,22,38
23067,Application_185779474,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,22400.0,2635075.01699996,1,30 days 11:57:55,22,30
24304,Application_718744938,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20000.0,872396.14199996,1,10 days 02:19:56,22,10
24315,Application_1992867148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17000.0,2763154.1989998817,1,31 days 23:32:34,22,31
24396,Application_1587940519,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25000.0,843458.8539998531,1,9 days 18:17:39,22,9
24858,Application_1901919658,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20000.0,791790.2400000095,1,9 days 03:56:30,22,9
25001,Application_1453812922,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20000.0,1563299.3359999657,1,18 days 02:14:59,22,18
26401,Application_998908852,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1361858.736000061,1,15 days 18:17:39,22,15
27318,Application_1404558282,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20000.0,1367511.225000143,1,15 days 19:51:51,22,15
27653,Application_1213737526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41000.0,870103.4600000381,1,10 days 01:41:43,22,10
27756,Application_1460401130,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,28000.0,3927864.6920001507,1,45 days 11:04:25,22,45
27820,Application_1974117177,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15000.0,1112623.0380001068,1,12 days 21:03:43,22,12
28161,Application_1838695086,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,30000.0,1019485.7929999828,1,11 days 19:11:26,22,11
28520,Application_1639833431,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25000.0,657322.8199999332,1,7 days 14:35:23,22,7
29683,Application_214000838,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15000.0,4220862.788000107,2,48 days 20:27:43,22,48
30064,Application_18547553,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40000.0,763943.3059999943,1,8 days 20:12:23,22,8
30750,Application_944027092,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15000.0,1226390.398000002,1,14 days 04:39:50,22,14
