,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days,Surprisingness,Effectiveness
439,Application_1476922534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,6485449.325000048,4,75 days 01:30:49,21,75,45252.13493695851,99554676.27883449
867,Application_433449483,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,5942412.960999966,2,68 days 18:40:13,21,68,45252.13493695851,99554676.27883449
1116,Application_1002485344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16000.0,8240356.866999865,2,95 days 08:59:17,21,95,45252.13493695851,99554676.27883449
7426,Application_843640997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26500.0,7134808.269000053,5,82 days 13:53:28,21,82,45252.13493695851,99554676.27883449
7974,Application_2048074537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8000.0,6034317.282999992,3,69 days 20:11:57,21,69,45252.13493695851,99554676.27883449
8678,Application_1719668477,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,5667382.523999929,3,65 days 14:16:23,21,65,45252.13493695851,99554676.27883449
9004,Application_727907012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,6080835.957999945,4,70 days 09:07:16,21,70,45252.13493695851,99554676.27883449
9697,Application_999544538,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50000.0,6893315.306999922,5,79 days 18:48:35,21,79,45252.13493695851,99554676.27883449
11440,Application_1109152833,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,6031688.986999989,3,69 days 19:28:09,21,69,45252.13493695851,99554676.27883449
11955,Application_840962107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75000.0,7836922.532999992,3,90 days 16:55:23,21,90,45252.13493695851,99554676.27883449
12727,Application_1133392995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,7078677.989000082,3,81 days 22:17:58,21,81,45252.13493695851,99554676.27883449
13322,Application_242134213,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,9583319.911000013,2,110 days 22:02:00,21,110,45252.13493695851,99554676.27883449
14180,Application_348622595,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,5647706.039000034,3,65 days 08:48:26,21,65,45252.13493695851,99554676.27883449
14223,Application_1666073640,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,6038310.79700017,2,69 days 21:18:31,21,69,45252.13493695851,99554676.27883449
15980,Application_358302705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,5661087.319000006,2,65 days 12:31:27,21,65,45252.13493695851,99554676.27883449
17111,Application_1931585119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,6798606.742000103,2,78 days 16:30:07,21,78,45252.13493695851,99554676.27883449
17304,Application_1202753975,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30000.0,5559329.149999857,3,64 days 08:15:29,21,64,45252.13493695851,99554676.27883449
17915,Application_1084438713,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,6738917.044000149,3,77 days 23:55:17,21,77,45252.13493695851,99554676.27883449
18564,Application_102424049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7000.0,5948173.337000132,3,68 days 20:16:13,21,68,45252.13493695851,99554676.27883449
26297,Application_858881040,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,5688003.262000084,2,65 days 20:00:03,21,65,45252.13493695851,99554676.27883449
26873,Application_2030070785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,6882777.945999861,2,79 days 15:52:58,21,79,45252.13493695851,99554676.27883449
27261,Application_314497877,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6500.0,6497689.019999981,2,75 days 04:54:49,21,75,45252.13493695851,99554676.27883449
