,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
114,Application_914660918,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25000.0,1913803.9869999886,1,22 days 03:36:44,19,22
505,Application_660784718,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,35000.0,946653.3380000591,1,10 days 22:57:33,19,10
1488,Application_92373426,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19900.0,582296.6600000858,1,6 days 17:44:57,19,6
1827,Application_1350747714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12500.0,592074.3619999886,1,6 days 20:27:54,19,6
2213,Application_1404063073,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25200.0,872135.7010002136,1,10 days 02:15:36,19,10
2233,Application_423971419,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,40000.0,861523.9220001698,1,9 days 23:18:44,19,9
2314,Application_1866324888,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18000.0,751568.4149999619,1,8 days 16:46:08,19,8
2829,Application_348022624,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,27500.0,724486.1720001698,1,8 days 09:14:46,19,8
3031,Application_405102018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23000.0,1208368.1150000095,1,13 days 23:39:28,19,13
4384,Application_1921115628,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1465596.2740001678,1,16 days 23:06:36,19,16
4531,Application_1602747736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15000.0,765735.4919998646,1,8 days 20:42:15,19,8
5142,Application_939104505,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15000.0,1279401.1730000973,1,14 days 19:23:21,19,14
5581,Application_1679870829,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6000.0,1023566.5429999828,1,11 days 20:19:27,19,11
5686,Application_1347914449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10000.0,617824.0690000057,1,7 days 03:37:04,19,7
7012,Application_627476253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,49000.0,947653.009000063,1,10 days 23:14:13,19,10
7707,Application_1607499101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15000.0,498771.3940000534,1,5 days 18:32:51,19,5
8037,Application_633075657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,29000.0,653316.4500000477,1,7 days 13:28:36,19,7
8728,Application_1009443818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13000.0,7594492.152000189,1,87 days 21:34:52,19,87
8854,Application_766192199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21000.0,915787.2890000343,1,10 days 14:23:07,19,10
10293,Application_855923572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25000.0,689107.3159999847,1,7 days 23:25:07,19,7
10345,Application_1791402554,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20000.0,1896447.0899999142,1,21 days 22:47:27,19,21
11036,Application_956974251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1623027.28399992,3,18 days 18:50:27,19,18
11622,Application_1943685492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1111183.3970000744,1,12 days 20:39:43,19,12
12103,Application_1066363999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13000.0,609789.3529999256,1,7 days 01:23:09,19,7
12406,Application_1122445917,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,30000.0,2596776.4609999657,1,30 days 01:19:36,19,30
12674,Application_547028169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21000.0,709341.1019999981,1,8 days 05:02:21,19,8
12743,Application_98853341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,766648.4160001278,1,8 days 20:57:28,19,8
13377,Application_729150544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20000.0,694154.4329998493,1,8 days 00:49:14,19,8
15390,Application_1967131510,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,776349.8650000095,1,8 days 23:39:10,19,8
17870,Application_2013360526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17000.0,2922810.9379999638,1,33 days 19:53:31,19,33
19424,Application_1163719541,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,35000.0,687171.626999855,1,7 days 22:52:52,19,7
19512,Application_1112341019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2752353.004999876,1,31 days 20:32:33,19,31
20319,Application_1328893144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,57000.0,1118240.4179999828,1,12 days 22:37:20,19,12
20557,Application_1389964655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2673291.2109999657,1,30 days 22:34:51,19,30
20944,Application_1243007973,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,27000.0,1124944.9400000572,1,13 days 00:29:05,19,13
21260,Application_1842274873,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24000.0,616772.2880001068,1,7 days 03:19:32,19,7
21912,Application_692585281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7500.0,1562476.881000042,2,18 days 02:01:17,19,18
22449,Application_1268337735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25000.0,2641550.169999838,1,30 days 13:45:50,19,30
23050,Application_1096662178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,39000.0,1518071.3389999866,1,17 days 13:41:11,19,17
23732,Application_1872835284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6000.0,871688.1679999828,1,10 days 02:08:08,19,10
24302,Application_92081663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19000.0,1935584.8540000916,1,22 days 09:39:45,19,22
24553,Application_608845327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2764945.847999811,1,32 days 00:02:26,19,32
24971,Application_2100311621,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20000.0,2674425.686999798,1,30 days 22:53:46,19,30
25789,Application_120400056,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,882236.4149999619,1,10 days 05:03:56,19,10
26368,Application_2051550880,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12000.0,2662682.652999878,1,30 days 19:38:03,19,30
29442,Application_138336932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8000.0,2006044.8340001106,2,23 days 05:14:05,19,23
31256,Application_1130116171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,50000.0,577540.6919999123,1,6 days 16:25:41,19,6
