,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
8,Application_619403287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1792214.8380000591,1,20 days 17:50:15,3,20
9,Application_1710223761,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11000.0,2738233.4309999943,1,31 days 16:37:13,3,31
12,Application_1120819670,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6850.0,839956.4809999466,1,9 days 17:19:16,3,9
16,Application_1806387393,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,847272.9160001278,1,9 days 19:21:13,3,9
18,Application_1017492916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2720503.8050000668,1,31 days 11:41:44,3,31
23,Application_1846626914,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,963058.8600001335,1,11 days 03:30:59,3,11
26,Application_1363980603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7500.0,446880.30900001526,1,5 days 04:08:00,3,5
33,Application_1395142997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,1125281.7000000477,1,13 days 00:34:42,3,13
47,Application_1294530310,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,1703533.226999998,1,19 days 17:12:13,3,19
56,Application_1898882436,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,927135.8529999256,1,10 days 17:32:16,3,10
62,Application_901793095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,1019553.7720000744,1,11 days 19:12:34,3,11
67,Application_1535675187,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8500.0,1101343.611000061,1,12 days 17:55:44,3,12
69,Application_1405679737,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,6857425.33100009,1,79 days 08:50:25,3,79
76,Application_1624825294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,3188578.703999996,1,36 days 21:42:59,3,36
78,Application_987262285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,772385.2109999657,1,8 days 22:33:05,3,8
83,Application_2062932311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,861680.7379999161,1,9 days 23:21:21,3,9
84,Application_430902047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,1898478.0299999714,1,21 days 23:21:18,3,21
95,Application_283012951,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,1250446.7999999523,1,14 days 11:20:47,3,14
104,Application_2002564265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,245364.09999990463,1,2 days 20:09:24,3,2
112,Application_675073178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24000.0,1294476.498000145,1,14 days 23:34:36,3,14
134,Application_1290239114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,780315.6519999504,1,9 days 00:45:16,3,9
151,Application_323012882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8000.0,615633.2249999046,1,7 days 03:00:33,3,7
152,Application_347136910,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,941777.760999918,1,10 days 21:36:18,3,10
185,Application_369105792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,143770.47600007057,1,1 days 15:56:10,3,1
198,Application_1946236735,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16000.0,1284625.0370001793,1,14 days 20:50:25,3,14
215,Application_19324985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8000.0,682386.509000063,1,7 days 21:33:07,3,7
225,Application_726777197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,2796276.2079999447,1,32 days 08:44:36,3,32
229,Application_923808413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,718538.7960000038,1,8 days 07:35:39,3,8
242,Application_969058358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,1906837.3480000496,1,22 days 01:40:37,3,22
245,Application_1916415976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5500.0,856352.4819998741,1,9 days 21:52:32,3,9
246,Application_1267839101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1731508.6029999256,1,20 days 00:58:29,3,20
252,Application_1675166178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1312539.9349999428,1,15 days 04:35:40,3,15
254,Application_920229339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28000.0,2948869.9560000896,1,34 days 03:07:50,3,34
263,Application_788960916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,45000.0,2741942.5889999866,1,31 days 17:39:03,3,31
268,Application_1462709587,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11000.0,609776.9650001526,1,7 days 01:22:57,3,7
276,Application_948906324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,669842.2300000191,1,7 days 18:04:02,3,7
279,Application_275338795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7500.0,521332.6650002003,1,6 days 00:48:53,3,6
285,Application_1640008006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,766400.7849998474,1,8 days 20:53:21,3,8
286,Application_1281827491,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,1438371.9670000076,1,16 days 15:32:52,3,16
287,Application_1854554571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,1270359.1630001068,1,14 days 16:52:39,3,14
288,Application_13372270,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,1099181.1679999828,1,12 days 17:19:41,3,12
293,Application_1853222107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19763.0,1188227.0250000954,1,13 days 18:03:47,3,13
306,Application_1891076145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,847807.4579999447,1,9 days 19:30:07,3,9
308,Application_987213908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1432184.384000063,1,16 days 13:49:44,3,16
319,Application_2012524282,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,673561.757999897,1,7 days 19:06:02,3,7
320,Application_874857207,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,2801947.461999893,1,32 days 10:19:07,3,32
322,Application_1291947335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,1181481.6180000305,1,13 days 16:11:22,3,13
323,Application_1559270931,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,820675.4779999256,1,9 days 11:57:55,3,9
324,Application_2003843374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7250.0,1431670.777999878,1,16 days 13:41:11,3,16
329,Application_1377264777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,699880.8710000515,1,8 days 02:24:41,3,8
