,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
15,Application_1966208034,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,40000.0,2728411.269999981,1,31 days 13:53:31
161,Application_1981969728,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,40000.0,1533448.1089999676,1,17 days 17:57:28
205,Application_1650844500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27000.0,4371714.6100001335,1,50 days 14:21:55
299,Application_88479581,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,31000.0,4123355.7030000687,1,47 days 17:22:36
331,Application_1363165385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,35000.0,443998.22200012207,1,5 days 03:19:58
500,Application_1589119859,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30000.0,2761163.976999998,1,31 days 22:59:24
565,Application_1746503349,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27500.0,2810408.894999981,1,32 days 12:40:09
571,Application_877723240,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29000.0,2178220.637000084,1,25 days 05:03:41
731,Application_1042310075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20000.0,2120636.027999878,1,24 days 13:03:56
751,Application_1593275377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30000.0,2716032.015000105,1,31 days 10:27:12
772,Application_1620409659,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25000.0,1373560.1540000439,1,15 days 21:32:40
817,Application_182125093,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25000.0,660043.1679999828,1,7 days 15:20:43
1083,Application_1670143620,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25000.0,2657406.8910000324,1,30 days 18:10:07
1099,Application_1027094271,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20000.0,4372913.505000114,1,50 days 14:41:54
1431,Application_1426045114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25000.0,2889754.0559999943,1,33 days 10:42:34
1523,Application_778384326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30700.0,2683567.114000082,1,31 days 01:26:07
1791,Application_1574427605,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,45000.0,4151315.5529999733,1,48 days 01:08:36
