,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
3,Application_1746793196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,2331837.394999981,2,26 days 23:43:57
49,Application_1461440233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11000.0,4983132.657000065,2,57 days 16:12:13
101,Application_1723779444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,4873902.852999926,2,56 days 09:51:43
113,Application_952532843,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9000.0,4833252.092000008,2,55 days 22:34:12
136,Application_1471099537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10000.0,688690.7179999352,2,7 days 23:18:11
138,Application_1128910355,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,4662934.809999943,2,53 days 23:15:35
157,Application_709929024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,693835.7679998875,2,8 days 00:43:56
160,Application_1365381023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,4815085.6100001335,2,55 days 17:31:26
178,Application_1953406738,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,4806436.864000082,2,55 days 15:07:17
207,Application_2078020265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,752671.6619999409,2,8 days 17:04:32
249,Application_1484851617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7500.0,2662803.7759997845,2,30 days 19:40:04
258,Application_1868808301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,769400.1399998665,2,8 days 21:43:20
375,Application_1417516413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,4635855.356999874,2,53 days 15:44:15
379,Application_879749975,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7000.0,2061273.8090000153,2,23 days 20:34:34
382,Application_1833362956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1716884.2260000706,2,19 days 20:54:44
400,Application_1282765506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6500.0,1085972.7950000763,2,12 days 13:39:33
456,Application_2033211562,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,1274687.7720000744,2,14 days 18:04:48
512,Application_1235595897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7000.0,3187328.3169999123,2,36 days 21:22:08
538,Application_1185170675,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,4466640.562000036,2,51 days 16:44:01
556,Application_1989400270,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,4449283.35800004,2,51 days 11:54:43
566,Application_1121433929,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,1121470.524999857,2,12 days 23:31:11
601,Application_868416280,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,3756852.4519999027,2,43 days 11:34:12
619,Application_770159792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,2836311.8450000286,2,32 days 19:51:52
641,Application_1231200933,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,4275215.855000019,2,49 days 11:33:36
646,Application_758356402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,3690882.4129998684,2,42 days 17:14:42
