,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
22,Application_319587802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7000.0,2019872.614000082,3,23 days 09:04:33
29,Application_931862671,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,2624572.1599998474,3,30 days 09:02:52
37,Application_1699757505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,859859.7179999352,3,9 days 22:51:00
74,Application_505474597,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6750.0,883609.1679999828,3,10 days 05:26:49
822,Application_2034439290,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7500.0,592942.0150001049,3,6 days 20:42:22
926,Application_751814569,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,3962111.348999977,3,45 days 20:35:11
995,Application_1251733219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,3883829.759000063,3,44 days 22:50:30
1194,Application_831186652,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,1576886.5820000172,3,18 days 06:01:27
1198,Application_1905063150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1464435.3589999676,3,16 days 22:47:15
1307,Application_2142123728,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7000.0,1299906.3250000477,3,15 days 01:05:06
1360,Application_471764571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,3457016.458000183,3,40 days 00:16:56
1605,Application_1425945463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,1108670.8740000725,3,12 days 19:57:51
