,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
42,Application_767475240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15400.0,2574446.5209999084,6,29 days 19:07:27
129,Application_1252717204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20600.0,5536474.986000061,4,64 days 01:54:35
196,Application_1979402314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13250.0,4797768.664000034,4,55 days 12:42:49
230,Application_1933550065,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13500.0,5006213.650000095,8,57 days 22:36:54
250,Application_402039661,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,37000.0,2426300.473999977,4,28 days 01:58:20
257,Application_1645236489,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23000.0,2325121.9749999046,5,26 days 21:52:02
261,Application_2115613475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14250.0,4988422.746999979,5,57 days 17:40:23
334,Application_1313879847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20000.0,4918521.289000034,5,56 days 22:15:21
722,Application_1041929908,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30000.0,2401151.848999977,4,27 days 18:59:12
846,Application_299646442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,42000.0,627339.9809999466,5,7 days 06:15:40
883,Application_2088193617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15000.0,1879513.777999878,4,21 days 18:05:14
968,Application_71758051,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16500.0,1713569.756000042,5,19 days 19:59:30
977,Application_14401241,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15000.0,4189429.9839999676,4,48 days 11:43:50
1124,Application_1000691650,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,50000.0,3701239.4000000954,4,42 days 20:07:19
1143,Application_1485695068,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,3675317.3940000534,4,42 days 12:55:17
1259,Application_1203742645,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,40000.0,914760.2790000439,4,10 days 14:06:00
1324,Application_30479942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,3111330.9549999237,4,36 days 00:15:31
1430,Application_323872264,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20000.0,7160031.921999931,4,82 days 20:53:52
1557,Application_453943862,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,28000.0,1132191.4630000591,4,13 days 02:29:51
1566,Application_1983516789,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17000.0,3255728.6760001183,4,37 days 16:22:09
1582,Application_647959281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20000.0,2148099.9099998474,4,24 days 20:41:40
1652,Application_1741752833,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,30000.0,10335252.018000126,4,119 days 14:54:12
1708,Application_465385333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15000.0,861905.8759999275,4,9 days 23:25:06
1709,Application_170859515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25000.0,3024757.30099988,5,35 days 00:12:37
1745,Application_2037628374,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18000.0,11550194.319999933,7,133 days 16:23:14
1772,Application_1253132147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25000.0,6099699.827000141,4,70 days 14:21:40
