,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
51,Application_351152063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1107407.401000023,1,12 days 19:36:47
429,Application_843590096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10000.0,522391.11899995804,1,6 days 01:06:31
577,Application_909739848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,513450.239000082,1,5 days 22:37:30
694,Application_679053666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8000.0,266306.7840001583,1,3 days 01:58:27
785,Application_127178924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,781626.0950000286,1,9 days 01:07:06
874,Application_597053023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10000.0,609541.9479999542,1,7 days 01:19:02
970,Application_627538343,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7000.0,1181227.1610000134,1,13 days 16:07:07
1062,Application_798154047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10000.0,1379976.8529999256,1,15 days 23:19:37
1171,Application_318047263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,804596.5950000286,1,9 days 07:29:57
1177,Application_1123503301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,694065.9019999504,1,8 days 00:47:46
1260,Application_1772525219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,768907.9569997787,1,8 days 21:35:08
