,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
109,Application_1660185664,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,4264397.939999819,1,49 days 08:33:18
124,Application_927205634,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,2415917.5720000267,1,27 days 23:05:18
132,Application_2108937169,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1545162.7940001488,1,17 days 21:12:43
153,Application_1432907447,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1539718.1610000134,1,17 days 19:41:58
174,Application_1159653941,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,2649428.4279999733,1,30 days 15:57:08
176,Application_1616009132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1524261.1210000515,1,17 days 15:24:21
177,Application_53530491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,838813.0950000286,1,9 days 17:00:13
328,Application_606090913,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,2675031.8849999905,1,30 days 23:03:52
335,Application_162342266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,4055641.638999939,1,46 days 22:34:02
342,Application_1508103415,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1661136.333000183,1,19 days 05:25:36
348,Application_807098596,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,693112.3269999027,1,8 days 00:31:52
370,Application_1014301064,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1276274.5329999924,1,14 days 18:31:15
