,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
27,Application_1553362978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,5002442.61500001,3,57 days 21:34:03
31,Application_1825972191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,3991388.214000225,3,46 days 04:43:08
96,Application_1876456626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10750.0,1010854.7630000114,3,11 days 16:47:35
98,Application_813133375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33800.0,843223.9460000992,3,9 days 18:13:44
354,Application_2092350091,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9000.0,4648024.59800005,3,53 days 19:07:05
491,Application_1277569989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19000.0,4524494.194000006,3,52 days 08:48:14
629,Application_2142068408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12500.0,4295526.744000196,3,49 days 17:12:07
873,Application_1610515534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8000.0,4036942.571000099,3,46 days 17:22:23
918,Application_408574797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8000.0,3967320.5470001698,3,45 days 22:02:01
978,Application_1421234379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14000.0,578188.246999979,3,6 days 16:36:28
1036,Application_32948449,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,4299507.143000126,3,49 days 18:18:27
1119,Application_802195798,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,3708258.8619999886,3,42 days 22:04:19
1130,Application_248714087,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18000.0,3697177.2769999504,3,42 days 18:59:37
1187,Application_1404826562,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,3886855.059999943,3,44 days 23:40:55
1268,Application_2146802304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,2034724.4390001297,3,23 days 13:12:04
1271,Application_741259943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,2975372.154000044,3,34 days 10:29:32
1441,Application_1785280378,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8500.0,3399388.7189998627,3,39 days 08:16:29
1511,Application_1504566293,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16000.0,2233909.582000017,3,25 days 20:31:50
1620,Application_1064257044,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,853927.4819998741,3,9 days 21:12:07
1621,Application_1763392847,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9300.0,516351.6399998665,3,5 days 23:25:52
1623,Application_1938510031,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15500.0,2558532.947999954,3,29 days 14:42:13
1628,Application_1220698388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,3154576.2799999714,3,36 days 12:16:16
1632,Application_2123566051,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,919855.1700000763,3,10 days 15:30:55
1633,Application_424654052,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9500.0,2541171.9480001926,3,29 days 09:52:52
2064,Application_979127095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,2923329.810000181,3,33 days 20:02:10
2167,Application_190864626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16000.0,757820.2799999714,3,8 days 18:30:20
2397,Application_32594633,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,1818612.3159999847,3,21 days 01:10:12
2423,Application_344094810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,644156.8359999657,3,7 days 10:55:57
2470,Application_872411040,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30000.0,2687608.068000078,3,31 days 02:33:28
2619,Application_511946943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,1766734.2020001411,3,20 days 10:45:34
2635,Application_1246460651,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,615046.9470000267,3,7 days 02:50:47
2960,Application_1319320930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,3107034.5889999866,3,35 days 23:03:55
3093,Application_655959249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,842639.4720001221,3,9 days 18:03:59
3125,Application_1955037299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8000.0,4830123.75,3,55 days 21:42:04
3229,Application_1954964010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,40000.0,4122960.4590001106,3,47 days 17:16:00
3241,Application_1820860663,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19000.0,677801.6300001144,3,7 days 20:16:42
3318,Application_82697402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2730917.782000065,3,31 days 14:35:18
3450,Application_1256391925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16500.0,917212.9990000725,3,10 days 14:46:53
3600,Application_2078961381,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11700.0,687901.8759999275,3,7 days 23:05:02
3648,Application_450995083,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16400.0,626845.1759998798,3,7 days 06:07:25
3679,Application_1089160582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,2657216.7780001163,3,30 days 18:06:57
3921,Application_1685682597,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,3422821.7079999447,3,39 days 14:47:02
4007,Application_1434600647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17000.0,2137321.288000107,3,24 days 17:42:01
4057,Application_1411339990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10250.0,2664466.1319999695,3,30 days 20:07:46
4176,Application_419197890,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10000.0,2222023.2539999485,3,25 days 17:13:43
4263,Application_182468287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20000.0,1278663.1440000534,3,14 days 19:11:03
4425,Application_173881450,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,983572.9039998055,3,11 days 09:12:53
4635,Application_1047938623,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22200.0,785975.2799999714,3,9 days 02:19:35
4745,Application_1441755826,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,1034716.3070001602,3,11 days 23:25:16
4909,Application_2044299099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,41000.0,2689426.9470000267,3,31 days 03:03:47
4944,Application_56127067,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17000.0,1521760.0320000648,3,17 days 14:42:40
5167,Application_1647390747,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26000.0,919839.7209999561,3,10 days 15:30:40
5406,Application_1404829863,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14750.0,1036786.6619999409,3,11 days 23:59:47
5421,Application_1334126362,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1285169.4600000381,3,14 days 20:59:29
5558,Application_866868145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,3088890.928999901,3,35 days 18:01:31
5564,Application_2135622798,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25000.0,2069268.7969999313,3,23 days 22:47:49
6237,Application_1623702766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20000.0,2091218.134000063,3,24 days 04:53:38
6492,Application_1696523601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11500.0,1615373.1740000248,3,18 days 16:42:53
6638,Application_22436749,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,38000.0,1373715.1579999924,3,15 days 21:35:15
6886,Application_1620657976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30000.0,1984201.503000021,3,22 days 23:10:02
7079,Application_416030036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2663687.7599999905,3,30 days 19:54:48
7182,Application_671544951,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30000.0,3447834.146999836,3,39 days 21:43:54
7204,Application_2062960220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12500.0,1317351.0569999218,3,15 days 05:55:51
7276,Application_32569371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,3252317.4390001297,3,37 days 15:25:17
7608,Application_1998956052,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,2165222.411999941,3,25 days 01:27:02
7746,Application_1562641078,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,3674782.714999914,3,42 days 12:46:23
7761,Application_712589939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16000.0,945946.6940000057,3,10 days 22:45:47
7788,Application_444033179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22000.0,1481321.873999834,3,17 days 03:28:42
7886,Application_685306276,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8000.0,1817895.2860000134,3,21 days 00:58:15
7974,Application_2048074537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8000.0,6034317.282999992,3,69 days 20:11:57
8079,Application_879782268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,2739079.885999918,3,31 days 16:51:20
8117,Application_104294260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,1010039.9709999561,3,11 days 16:34:00
8148,Application_1053321873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8000.0,4603064.479000092,3,53 days 06:37:44
8192,Application_673882381,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18000.0,1128689.0429999828,3,13 days 01:31:29
8424,Application_838189064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31400.0,2909558.106999874,3,33 days 16:12:38
8488,Application_1640841467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19400.0,1833158.0610001087,3,21 days 05:12:38
8583,Application_1253523196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11000.0,2737100.8280000687,3,31 days 16:18:21
8620,Application_1095710743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2439900.0889999866,3,28 days 05:45:00
8723,Application_35078084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30000.0,1119345.276000023,3,12 days 22:55:45
8769,Application_483552231,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17500.0,2466607.115999937,3,28 days 13:10:07
9163,Application_35750569,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,5117799.884000063,3,59 days 05:36:40
9179,Application_96860334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11000.0,5101279.200999975,3,59 days 01:01:19
9186,Application_599737805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,2433762.3430001736,3,28 days 04:02:42
9230,Application_1977495845,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,3265143.4689998627,3,37 days 18:59:03
9268,Application_318786171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,3151102.2950000763,3,36 days 11:18:22
9350,Application_1073868127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,4862565.1399998665,3,56 days 06:42:45
9366,Application_153423780,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30000.0,4566705.546999931,3,52 days 20:31:46
9446,Application_532540039,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15750.0,1727832.8340001106,3,19 days 23:57:13
9506,Application_523198484,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9200.0,4702702.710999966,3,54 days 10:18:23
9538,Application_237507077,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23000.0,3191581.8190000057,3,36 days 22:33:02
9681,Application_1695436993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,53000.0,1142873.0190000534,3,13 days 05:27:53
9684,Application_769010384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,970104.009000063,3,11 days 05:28:24
9698,Application_138843824,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24000.0,955018.9320001602,3,11 days 01:16:59
9742,Application_662648071,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14000.0,4333602.522000074,3,50 days 03:46:43
9754,Application_1749850243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,4290520.122000217,3,49 days 15:48:40
9789,Application_1100173647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,2168884.7219998837,3,25 days 02:28:05
9798,Application_467590020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1201736.1649999619,3,13 days 21:48:56
9839,Application_132049146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17000.0,3819273.202000141,3,44 days 04:54:33
9937,Application_956215142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,45500.0,2412755.388999939,3,27 days 22:12:35
10057,Application_1525081371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72500.0,5055982.125,3,58 days 12:26:22
10114,Application_1649253979,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,1023800.0510001183,3,11 days 20:23:20
10125,Application_1723555004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12250.0,4124720.725999832,3,47 days 17:45:21
10127,Application_1922856734,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,858349.8050000668,3,9 days 22:25:50
10144,Application_489715983,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,3908984.2879998684,3,45 days 05:49:44
10231,Application_263842374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,639574.2630000114,3,7 days 09:39:34
10522,Application_1299886500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,3656152.7249999046,3,42 days 07:35:53
10616,Application_2144122462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16000.0,3156270.4049999714,3,36 days 12:44:30
10617,Application_427792625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,1393130.344000101,3,16 days 02:58:50
10640,Application_753953246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,977417.8900001049,3,11 days 07:30:18
10646,Application_1389644287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18000.0,2679475.082000017,3,31 days 00:17:55
10701,Application_1380868781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,1468381.7410001755,3,16 days 23:53:02
10704,Application_1481699232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18000.0,1540684.5639998913,3,17 days 19:58:05
10719,Application_1127956985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,589776.6129999161,3,6 days 19:49:37
10809,Application_638063982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,2469117.8269999027,3,28 days 13:51:58
11001,Application_1548755079,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14000.0,4303254.927000046,3,49 days 19:20:55
11173,Application_1840892126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23000.0,1969690.598999977,3,22 days 19:08:11
11196,Application_2146549572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16000.0,2062908.1139998436,3,23 days 21:01:48
11232,Application_942055252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,2766172.4110000134,3,32 days 00:22:52
11412,Application_1221917431,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8000.0,4259582.002000093,3,49 days 07:13:02
11440,Application_1109152833,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,6031688.986999989,3,69 days 19:28:09
11444,Application_809628503,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1708589.3110001087,3,19 days 18:36:29
11955,Application_840962107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75000.0,7836922.532999992,3,90 days 16:55:23
12067,Application_480843466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26000.0,1789914.5370001793,3,20 days 17:11:55
12076,Application_1430117029,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,1084305.3210000992,3,12 days 13:11:45
12161,Application_2135795705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,1185683.2139999866,3,13 days 17:21:23
12172,Application_1314440029,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,3670431.993999958,3,42 days 11:33:52
12222,Application_1761431118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,42500.0,954451.7999999523,3,11 days 01:07:32
12267,Application_1458757928,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8000.0,1015114.1979999542,3,11 days 17:58:34
12334,Application_63617627,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12500.0,911969.634000063,3,10 days 13:19:30
12355,Application_2076753439,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8000.0,861317.375,3,9 days 23:15:17
12530,Application_393156612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,4265636.664999962,3,49 days 08:53:57
