,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
32,Application_1059184025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6600.0,536143.274999857,3,6 days 04:55:43
149,Application_2040511284,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5500.0,2239448.7479999065,3,25 days 22:04:09
191,Application_1791187926,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5000.0,4798948.351999998,3,55 days 13:02:28
212,Application_1151254747,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5000.0,4791392.414000034,3,55 days 10:56:32
226,Application_275597794,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5000.0,1936797.2209999561,3,22 days 09:59:57
459,Application_63970219,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10000.0,3945531.137000084,3,45 days 15:58:51
508,Application_1859043344,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10000.0,3558567.625,3,41 days 04:29:28
518,Application_28217916,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7500.0,4477044.159999847,3,51 days 19:37:24
543,Application_2071622465,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8000.0,2414440.9249999523,3,27 days 22:40:41
648,Application_265534781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10000.0,1581074.3259999752,3,18 days 07:11:14
797,Application_123987545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,2932529.6289999485,3,33 days 22:35:30
801,Application_902019603,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,4115423.5639998913,3,47 days 15:10:24
828,Application_133175864,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,2632161.6040000916,3,30 days 11:09:22
833,Application_909589414,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10000.0,4099312.1940000057,3,47 days 10:41:52
845,Application_1186082182,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6000.0,4054669.279000044,3,46 days 22:17:49
907,Application_32340702,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10000.0,3074493.2419998646,3,35 days 14:01:33
1025,Application_610614421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5000.0,1809858.1460001469,3,20 days 22:44:18
1041,Application_1416762147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5000.0,4808586.280999899,3,55 days 15:43:06
1076,Application_440220247,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10000.0,3785756.2030000687,3,43 days 19:35:56
1082,Application_1227771244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8000.0,530229.2750000954,3,6 days 03:17:09
1110,Application_579706940,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10000.0,3751850.3269999027,3,43 days 10:10:50
1129,Application_1206916210,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5000.0,3697790.9869999886,3,42 days 19:09:51
1193,Application_805634000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5600.0,3284966.746999979,3,38 days 00:29:27
1207,Application_864359285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10000.0,3375024.2159998417,3,39 days 01:30:24
1294,Application_1522967492,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10000.0,3528718.853000164,3,40 days 20:11:59
