,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
21,Application_1018615109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17000.0,1763882.851999998,2,20 days 09:58:03
52,Application_1547844908,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40000.0,1033644.6009998322,2,11 days 23:07:25
60,Application_486645986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27000.0,1113098.4650001526,2,12 days 21:11:38
71,Application_130460765,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20000.0,1314566.3849999905,2,15 days 05:09:26
97,Application_178025821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50000.0,1600628.7200000286,2,18 days 12:37:09
105,Application_1304234740,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,50000.0,2133292.697999954,2,24 days 16:34:53
126,Application_1674281629,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30000.0,269119.95700001717,2,3 days 02:45:20
143,Application_74505494,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20000.0,2749917.7679998875,2,31 days 19:51:58
148,Application_822724921,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30000.0,621651.9500000477,2,7 days 04:40:52
162,Application_665878125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18000.0,4814801.0069999695,2,55 days 17:26:41
163,Application_1044911465,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19500.0,4814481.441999912,2,55 days 17:21:21
164,Application_1613424593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18000.0,1359127.5350000858,2,15 days 17:32:08
165,Application_862160604,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20000.0,4813216.974999905,2,55 days 17:00:17
168,Application_920048730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40000.0,2738112.463000059,2,31 days 16:35:12
172,Application_2070389081,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30000.0,836048.51699996,2,9 days 16:14:09
180,Application_1308403282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18000.0,1525934.7460000515,2,17 days 15:52:15
183,Application_948316229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,30000.0,4549805.479000092,2,52 days 15:50:05
221,Application_920497952,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50000.0,2799322.460000038,2,32 days 09:35:22
222,Application_886515262,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,30000.0,2042110.3050000668,2,23 days 15:15:10
248,Application_1800870760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,45000.0,1454897.7869999409,2,16 days 20:08:18
255,Application_562322973,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25000.0,684918.7780001163,2,7 days 22:15:19
