,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
119,Application_1886382319,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11000.0,4831896.887000084,2,55 days 22:11:37
275,Application_200000547,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6000.0,4293704.03399992,2,49 days 16:41:44
317,Application_983392205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21500.0,11706149.299999952,2,135 days 11:42:29
816,Application_1104832087,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16000.0,2394225.4290001392,2,27 days 17:03:45
1275,Application_1270994656,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10000.0,3058645.4180002213,2,35 days 09:37:25
1341,Application_398524446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20000.0,2893514.8510000706,2,33 days 11:45:15
1378,Application_1184633896,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20000.0,2749538.0739998817,2,31 days 19:45:38
1573,Application_449945337,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,2224403.26699996,2,25 days 17:53:23
1886,Application_766272624,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,2238311.1640000343,2,25 days 21:45:11
1900,Application_1631035581,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12000.0,4063143.7780001163,2,47 days 00:39:04
1988,Application_1573659532,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22000.0,1636146.0850000381,2,18 days 22:29:06
2054,Application_1884073003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,3368789.867000103,2,38 days 23:46:30
2337,Application_453418974,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,908578.0360000134,2,10 days 12:22:58
2861,Application_1782825495,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17500.0,1213885.006000042,2,14 days 01:11:25
3210,Application_1542513431,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23000.0,1454038.634000063,2,16 days 19:53:59
4010,Application_953130593,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21000.0,2481150.315000057,2,28 days 17:12:30
4130,Application_1664730949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,4352176.710999966,2,50 days 08:56:17
4307,Application_135948797,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24000.0,5170301.273999929,2,59 days 20:11:41
4614,Application_2037345411,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22600.0,792988.3339998722,2,9 days 04:16:28
4707,Application_646892363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23000.0,1762947.760999918,2,20 days 09:42:28
4791,Application_2129754208,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,1867265.9369997978,2,21 days 14:41:06
5318,Application_433489433,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19000.0,2739333.030999899,2,31 days 16:55:33
5738,Application_2055631011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12000.0,853627.3389999866,2,9 days 21:07:07
5882,Application_88487526,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24000.0,3174653.916999817,2,36 days 17:50:54
6177,Application_252305629,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20000.0,4011774.214999914,2,46 days 10:22:54
6296,Application_659115405,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7500.0,3274051.1739997864,2,37 days 21:27:31
6297,Application_1589882995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20000.0,937838.8699998856,2,10 days 20:30:39
6298,Application_1948340352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18000.0,2730407.8890001774,2,31 days 14:26:48
6331,Application_1194177206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13000.0,1429809.763999939,2,16 days 13:10:10
6441,Application_1345147006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22000.0,1368854.629000187,2,15 days 20:14:15
6514,Application_566975169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,2495134.277999878,2,28 days 21:05:34
6579,Application_1016735,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22500.0,947808.0269999504,2,10 days 23:16:48
6615,Application_93406557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16000.0,2636447.1629998684,2,30 days 12:20:47
7432,Application_1371149184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19000.0,6042031.6240000725,2,69 days 22:20:32
7757,Application_942759910,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20000.0,1293376.9990000725,2,14 days 23:16:17
