,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
450,Application_1902262189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19000.0,1880145.3009998798,1,21 days 18:15:45
475,Application_368633868,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10000.0,1197836.2880001068,1,13 days 20:43:56
498,Application_1848036697,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,250000.0,1228803.2660000324,1,14 days 05:20:03
655,Application_1563935994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20000.0,1215928.3499999046,1,14 days 01:45:28
1384,Application_1370354556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10000.0,1821920.5979998112,1,21 days 02:05:21
2056,Application_798560603,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15000.0,1117625.236000061,1,12 days 22:27:05
2309,Application_531311601,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19000.0,3595908.65899992,1,41 days 14:51:49
2357,Application_1288118876,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,27000.0,1754763.981999874,1,20 days 07:26:04
2499,Application_942188311,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13000.0,1990188.0620000362,1,23 days 00:49:48
2713,Application_1637771529,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19800.0,1379084.4539999962,1,15 days 23:04:44
2813,Application_105057931,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15000.0,1203031.146999836,1,13 days 22:10:31
3278,Application_625557604,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15000.0,360500.8440001011,1,4 days 04:08:21
3352,Application_1920066439,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20000.0,2497629.56799984,1,28 days 21:47:10
3585,Application_131665787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31500.0,515093.8220000267,1,5 days 23:04:54
3646,Application_1100115644,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,33000.0,13729.023999929428,1,0 days 03:48:49
3747,Application_611211335,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10000.0,2667770.1640000343,1,30 days 21:02:50
3770,Application_799151853,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10000.0,268180.6410000324,1,3 days 02:29:41
4088,Application_1291035764,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,25000.0,4808941.06099987,1,55 days 15:49:01
4522,Application_326178610,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20000.0,790645.0369999409,1,9 days 03:37:25
4824,Application_648095822,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,25000.0,2416805.96600008,1,27 days 23:20:06
4852,Application_40478222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11000.0,1112685.5480000973,1,12 days 21:04:46
5115,Application_1775677176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9000.0,772370.0469999313,1,8 days 22:32:50
5117,Application_1219963154,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23000.0,2578394.3059999943,1,29 days 20:13:14
5893,Application_1858510060,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15000.0,515950.8109998703,1,5 days 23:19:11
6151,Application_711817090,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6000.0,3475554.7769999504,1,40 days 05:25:55
6292,Application_649413946,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12500.0,691474.7369999886,1,8 days 00:04:35
6803,Application_759669339,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18500.0,2601786.6279997826,1,30 days 02:43:07
6982,Application_1857565231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13500.0,1052275.3789999485,1,12 days 04:17:55
7141,Application_1334029970,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40000.0,1564697.0460000038,1,18 days 02:38:17
7261,Application_742143883,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,44200.0,1540797.1130001545,1,17 days 19:59:57
