,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
25,Application_196483749,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,5003337.792000055,4,57 days 21:48:58
64,Application_1825104006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,4963270.542000055,5,57 days 10:41:11
99,Application_268676496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5500.0,929926.8029999733,4,10 days 18:18:47
206,Application_1854801140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8750.0,4794227.294999838,4,55 days 11:43:47
256,Application_722397148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14500.0,1218717.8299999237,4,14 days 02:31:58
283,Application_2006366791,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17700.0,4114768.7969999313,5,47 days 14:59:29
314,Application_111956933,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,4964323.559999943,5,57 days 10:58:44
318,Application_929235447,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,4963074.05700016,4,57 days 10:37:54
351,Application_1498056352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26500.0,4651304.720999956,5,53 days 20:01:45
390,Application_22095206,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,4368826.75,4,50 days 13:33:47
439,Application_1476922534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,6485449.325000048,4,75 days 01:30:49
732,Application_827969862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6500.0,3089781.094000101,4,35 days 18:16:21
806,Application_704665572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,828937.7730000019,4,9 days 14:15:38
927,Application_94412737,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,1722786.541999817,4,19 days 22:33:07
940,Application_1552817671,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9000.0,4209667.578999996,4,48 days 17:21:08
959,Application_37717349,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,4199468.654999971,4,48 days 14:31:09
974,Application_1794275041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,4191258.135999918,4,48 days 12:14:18
1012,Application_607556337,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8500.0,4485059.976000071,4,51 days 21:51:00
1047,Application_1012714056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25700.0,1529513.4070000648,4,17 days 16:51:53
1201,Application_1203113229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,2064666.1380000114,6,23 days 21:31:06
1211,Application_208670900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11500.0,2605911.362999916,4,30 days 03:51:51
1235,Application_1029819018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3604366.8800001144,4,41 days 17:12:47
1287,Application_1391786666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,2674844.663000107,4,30 days 23:00:45
1292,Application_669939238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,3627290.3370001316,6,41 days 23:34:50
1354,Application_2121014576,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,1441104.9240000248,4,16 days 16:18:25
1390,Application_1893449548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6700.0,1303313.1909999847,4,15 days 02:01:53
