,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
38,Application_493034835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9000.0,863345.9100000858,1,9 days 23:49:06
39,Application_842511489,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15000.0,770418.7369999886,1,8 days 22:00:19
41,Application_1397856354,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,2829957.6289999485,1,32 days 18:05:58
44,Application_2035768049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15000.0,1126621.726999998,1,13 days 00:57:02
45,Application_1307111345,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20000.0,1105504.3429999352,1,12 days 19:05:04
114,Application_914660918,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25000.0,1913803.9869999886,1,22 days 03:36:44
118,Application_803879893,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10000.0,950214.6570000648,1,10 days 23:56:55
122,Application_1999238509,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10000.0,2004441.5220000744,1,23 days 04:47:22
125,Application_484278024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7000.0,3996561.67599988,1,46 days 06:09:22
128,Application_1374020543,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,30000.0,3814854.904000044,1,44 days 03:40:55
135,Application_1787371920,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23500.0,856691.0929999352,1,9 days 21:58:11
139,Application_54405635,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6000.0,2751570.1169998646,1,31 days 20:19:30
