,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
199,Application_1428307326,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25000.0,590331.0590000153,1,6 days 19:58:51
527,Application_83337214,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,40000.0,1807253.84100008,1,20 days 22:00:54
541,Application_891389450,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30000.0,2226515.1879999638,1,25 days 18:28:35
1068,Application_1004943461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9000.0,784277.6750001907,1,9 days 01:51:18
1567,Application_912018460,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25000.0,3269172.796000004,1,37 days 20:06:13
2221,Application_1362954287,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30000.0,885219.7799999714,1,10 days 05:53:40
2228,Application_224264081,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7000.0,3016183.8040001392,1,34 days 21:49:44
3225,Application_1377965187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17000.0,5402.786000013351,1,0 days 01:30:03
3719,Application_700477564,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20000.0,1093539.8279998302,1,12 days 15:45:40
4316,Application_310659608,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7000.0,429671.989000082,1,4 days 23:21:12
4334,Application_1339048925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,50000.0,1101022.2580001354,1,12 days 17:50:22
4761,Application_1484649551,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,50000.0,2732492.208000183,1,31 days 15:01:32
4891,Application_490476529,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20000.0,967408.7369999886,1,11 days 04:43:29
5512,Application_555909254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25000.0,929894.2049999237,1,10 days 18:18:14
5519,Application_1806137660,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10000.0,1185883.1700000763,1,13 days 17:24:43
5527,Application_1204535804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30000.0,1089664.4040000439,1,12 days 14:41:04
5533,Application_112267181,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20000.0,1025313.9079999924,1,11 days 20:48:34
5569,Application_471946869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,53000.0,944292.6980001926,1,10 days 22:18:13
5679,Application_1871062639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20000.0,702020.0810000896,1,8 days 03:00:20
5783,Application_367479101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14500.0,530391.0769999027,1,6 days 03:19:51
5881,Application_918459127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,60000.0,687948.6919999123,1,7 days 23:05:49
6006,Application_1207762748,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,40000.0,1190203.493999958,1,13 days 18:36:43
6370,Application_778321702,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18000.0,1282250.3929998875,1,14 days 20:10:50
6391,Application_199627637,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15500.0,1109623.3340001106,1,12 days 20:13:43
6431,Application_2122440631,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10400.0,524740.7400000095,1,6 days 01:45:41
7067,Application_889651502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19000.0,970884.8959999084,1,11 days 05:41:25
7133,Application_393599584,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,72000.0,1642642.1500000954,1,19 days 00:17:22
7518,Application_873288267,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,50000.0,1634997.3300001621,1,18 days 22:09:57
7532,Application_285907468,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15000.0,958969.5940001011,1,11 days 02:22:50
7658,Application_502650633,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6000.0,2914127.3190000057,1,33 days 17:28:47
7873,Application_261376160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12000.0,711954.9419999123,1,8 days 05:45:55
7959,Application_221045006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15500.0,440597.66100001335,1,5 days 02:23:18
7990,Application_1233908621,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,27500.0,1977059.0960001945,1,22 days 21:10:59
8052,Application_882783467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11000.0,2670697.921000004,1,30 days 21:51:38
