,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time
716,Application_1231383244,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12500.0,2403185.586999893,1,27 days 19:33:06
773,Application_1978782813,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,3649438.7389998436,1,42 days 05:43:59
802,Application_1327252496,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,2394471.0099999905,1,27 days 17:07:51
947,Application_1764491475,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,2737867.654000044,1,31 days 16:31:08
1046,Application_950298399,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1629742.114000082,1,18 days 20:42:22
1209,Application_1054650915,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10000.0,3719833.536999941,1,43 days 01:17:14
2223,Application_2087805134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12750.0,2757411.2969999313,1,31 days 21:56:51
2436,Application_2081029751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,1350849.1929998398,1,15 days 15:14:09
2602,Application_789012855,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8000.0,1513754.5629999638,1,17 days 12:29:15
2846,Application_1435894906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8800.0,783876.5779998302,1,9 days 01:44:37
2964,Application_8728751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,1207278.6059999466,1,13 days 23:21:19
3249,Application_1197811323,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6000.0,2722455.4379999638,1,31 days 12:14:15
3488,Application_517407368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6000.0,761925.896999836,1,8 days 19:38:46
3732,Application_879812556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13000.0,1553358.5799999237,1,17 days 23:29:19
4036,Application_1891765084,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6000.0,1503543.223999977,1,17 days 09:39:03
4133,Application_1651605355,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,4421003.055000067,1,51 days 04:03:23
4245,Application_252090251,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5000.0,690235.3059999943,1,7 days 23:43:55
4293,Application_832565896,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,2161811.367000103,1,25 days 00:30:11
4427,Application_1527486669,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6000.0,1032059.743999958,1,11 days 22:41:00
4973,Application_843829625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12500.0,2671725.5580000877,1,30 days 22:08:46
4978,Application_1383229974,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,1046633.4389998913,1,12 days 02:43:53
5015,Application_1124752980,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15500.0,2801236.833000183,1,32 days 10:07:17
5071,Application_1213485507,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10000.0,2714005.216999769,1,31 days 09:53:25
5082,Application_81995350,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10500.0,3822274.3940000534,1,44 days 05:44:34
5336,Application_171346951,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6000.0,1267225.0569999218,1,14 days 16:00:25
5360,Application_1287576684,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10000.0,495153.9319999218,1,5 days 17:32:34
5387,Application_287333972,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,1207336.9539999962,1,13 days 23:22:17
5534,Application_547216985,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12750.0,1085199.4369997978,1,12 days 13:26:39
5682,Application_732138920,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10000.0,1298641.086000204,1,15 days 00:44:01
5776,Application_1147075597,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13000.0,4933998.871999979,1,57 days 02:33:19
5892,Application_1475271790,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,3782114.2060000896,1,43 days 18:35:14
6158,Application_634174877,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10000.0,2142900.0269999504,1,24 days 19:15:00
6460,Application_912331348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12700.0,2648686.239000082,1,30 days 15:44:46
6470,Application_1984682064,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13000.0,2560764.4700000286,1,29 days 15:19:24
6541,Application_67125590,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,659268.3150000572,1,7 days 15:07:48
6552,Application_353528293,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10000.0,2722628.4279999733,1,31 days 12:17:08
6560,Application_1342385673,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,1258692.625,1,14 days 13:38:13
6962,Application_86801016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,2712731.4309999943,1,31 days 09:32:11
7215,Application_82245319,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10000.0,861834.388999939,1,9 days 23:23:54
7308,Application_398561461,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,2388478.1259999275,1,27 days 15:27:58
7378,Application_55358150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,1350050.5670001507,1,15 days 15:00:51
7458,Application_1290717436,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8000.0,1703118.614000082,1,19 days 17:05:19
7520,Application_45422146,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1209487.7829999924,1,13 days 23:58:08
7996,Application_642414072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12500.0,421295.8250000477,1,4 days 21:01:36
8008,Application_195141843,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,1820724.237999916,1,21 days 01:45:24
8011,Application_1718248257,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14000.0,2734669.032000065,1,31 days 15:37:49
8056,Application_670608456,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,2752609.149999857,1,31 days 20:36:49
8167,Application_624896404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,11468.68499994278,1,0 days 03:11:09
8282,Application_968309729,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,188797.66199994087,1,2 days 04:26:38
8429,Application_481486274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12500.0,1968869.2979998589,1,22 days 18:54:29
8440,Application_1313580625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12500.0,1806754.3779997826,1,20 days 21:52:34
8482,Application_1205576016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,2669742.4300000668,1,30 days 21:35:42
8556,Application_622290812,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10000.0,2755801.7630000114,1,31 days 21:30:02
8775,Application_1789439843,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8000.0,349731.77899980545,1,4 days 01:08:52
8860,Application_1008885658,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12000.0,910114.864000082,1,10 days 12:48:35
8995,Application_1524259788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12000.0,1219032.7929999828,1,14 days 02:37:13
9191,Application_1192835870,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1979665.1940000057,1,22 days 21:54:25
9225,Application_1261277150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,2060751.398000002,1,23 days 20:25:51
9500,Application_2000724078,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9000.0,2836712.768000126,1,32 days 19:58:33
9517,Application_1675539003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8300.0,1638531.7960000038,1,18 days 23:08:52
9558,Application_867002961,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10000.0,2345493.5699999332,1,27 days 03:31:34
10035,Application_1856346499,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,2226788.4140000343,1,25 days 18:33:08
10342,Application_1096272913,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8300.0,686581.274999857,1,7 days 22:43:01
10502,Application_1245226697,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10000.0,1013350.9200000763,1,11 days 17:29:11
10791,Application_633763723,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,161555.03999996185,1,1 days 20:52:35
11344,Application_1116530723,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5000.0,166411.28100013733,1,1 days 22:13:31
11375,Application_481024503,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,3090648.276000023,1,35 days 18:30:48
11745,Application_548905989,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,343182.78999996185,1,3 days 23:19:43
11880,Application_1471140796,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,3708297.8910000324,1,42 days 22:04:58
11911,Application_2030725686,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10000.0,2736722.5739998817,1,31 days 16:12:03
12081,Application_123610260,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7000.0,1595702.0659999847,1,18 days 11:15:02
12101,Application_20139498,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,3640355.871999979,1,42 days 03:12:36
12106,Application_1135650035,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15000.0,3726776.5659999847,1,43 days 03:12:57
12384,Application_127536052,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8000.0,2225126.751999855,1,25 days 18:05:27
12478,Application_1382681597,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10500.0,1376587.8220000267,1,15 days 22:23:08
12523,Application_1328618498,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5000.0,2803221.6530001163,1,32 days 10:40:22
12665,Application_1532706115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11000.0,3200838.568000078,1,37 days 01:07:19
12677,Application_1032369855,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1920918.5729999542,1,22 days 05:35:19
12917,Application_1916368109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12000.0,1028108.486000061,1,11 days 21:35:08
12930,Application_1043941387,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,4654246.437000036,1,53 days 20:50:46
12943,Application_567712923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8500.0,494147.0610001087,1,5 days 17:15:47
12989,Application_1099835060,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,6380494.647000074,1,73 days 20:21:35
