,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
17,Application_1111870538,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5000.0,571583.364000082,1,6 days 14:46:23,16,6
20,Application_758985626,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17000.0,4452604.54399991,1,51 days 12:50:05,16,51
79,Application_1845547664,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9000.0,873835.2939999104,2,10 days 02:43:55,28,10
93,Application_584603670,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5000.0,752033.6040000916,1,8 days 16:53:54,16,8
131,Application_1823402778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15000.0,968918.7230000496,3,11 days 05:08:39,42,11
142,Application_1101997724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10000.0,1496587.3420000076,1,17 days 07:43:07,16,17
200,Application_1310063638,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8000.0,594131.5920000076,1,6 days 21:02:12,16,6
214,Application_360475310,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8000.0,844734.2049999237,1,9 days 18:38:54,16,9
223,Application_416441220,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7500.0,2798379.9279999733,1,32 days 09:19:40,16,32
290,Application_675506291,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,24000.0,1196113.9480001926,1,13 days 20:15:14,16,13
291,Application_898874076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5000.0,4977395.108999968,4,57 days 14:36:35,40,57
391,Application_1631137033,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20000.0,2235371.5299999714,1,25 days 20:56:12,16,25
420,Application_854402455,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40000.0,1056156.39199996,2,12 days 05:22:36,29,12
604,Application_524679066,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37000.0,1089657.1930000782,1,12 days 14:40:57,16,12
643,Application_532859959,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5000.0,4704282.76699996,1,54 days 10:44:43,16,54
689,Application_1016632627,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,50000.0,1219439.84100008,1,14 days 02:44:00,6,14
708,Application_371444171,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18000.0,1210709.2219998837,2,14 days 00:18:29,29,14
719,Application_1086190151,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15000.0,6281365.0990002155,3,72 days 16:49:25,42,72
747,Application_903849587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12974.0,4186749.7649998665,2,48 days 10:59:10,28,48
884,Application_842478362,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,45800.0,768355.9850001335,1,8 days 21:25:56,16,8
1027,Application_589333774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30000.0,1224451.4649999142,1,14 days 04:07:31,16,14
1041,Application_1416762147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5000.0,4808586.280999899,3,55 days 15:43:06,39,55
