,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
15,Application_1966208034,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,40000.0,2728411.269999981,1,31 days 13:53:31,20,31
119,Application_1886382319,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11000.0,4831896.887000084,2,55 days 22:11:37,34,55
128,Application_1374020543,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,30000.0,3814854.904000044,1,44 days 03:40:55,5,44
161,Application_1981969728,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,40000.0,1533448.1089999676,1,17 days 17:57:28,20,17
205,Application_1650844500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27000.0,4371714.6100001335,1,50 days 14:21:55,20,50
213,Application_972938507,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,35786.0,2044958.378000021,2,23 days 16:02:38,35,23
230,Application_1933550065,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13500.0,5006213.650000095,8,57 days 22:36:54,43,57
233,Application_1420077883,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27500.0,3131360.1259999275,2,36 days 05:49:20,35,36
257,Application_1645236489,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23000.0,2325121.9749999046,5,26 days 21:52:02,43,26
275,Application_200000547,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6000.0,4293704.03399992,2,49 days 16:41:44,34,49
299,Application_88479581,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,31000.0,4123355.7030000687,1,47 days 17:22:36,20,47
317,Application_983392205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21500.0,11706149.299999952,2,135 days 11:42:29,34,135
331,Application_1363165385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,35000.0,443998.22200012207,1,5 days 03:19:58,20,5
334,Application_1313879847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20000.0,4918521.289000034,5,56 days 22:15:21,43,56
347,Application_1439119047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,786335.1749999523,1,9 days 02:25:35,5,9
369,Application_1195697898,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25000.0,2320484.103000164,2,26 days 20:34:44,35,26
500,Application_1589119859,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30000.0,2761163.976999998,1,31 days 22:59:24,20,31
522,Application_1832081539,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30000.0,2078316.1989998817,3,24 days 01:18:36,42,24
565,Application_1746503349,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27500.0,2810408.894999981,1,32 days 12:40:09,20,32
571,Application_877723240,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29000.0,2178220.637000084,1,25 days 05:03:41,20,25
716,Application_1231383244,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12500.0,2403185.586999893,1,27 days 19:33:06,19,27
731,Application_1042310075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20000.0,2120636.027999878,1,24 days 13:03:56,20,24
738,Application_99637081,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30000.0,906656.0869998932,2,10 days 11:50:56,35,10
751,Application_1593275377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30000.0,2716032.015000105,1,31 days 10:27:12,20,31
772,Application_1620409659,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25000.0,1373560.1540000439,1,15 days 21:32:40,20,15
773,Application_1978782813,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,3649438.7389998436,1,42 days 05:43:59,19,42
