,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
156,Application_1068218912,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7500.0,4817355.118999958,2,55 days 18:09:15,28,55
682,Application_1555832622,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5000.0,935781.5670001507,1,10 days 19:56:22,16,10
972,Application_1028275195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11300.0,3090766.934999943,2,35 days 18:32:47,28,35
1248,Application_88195601,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5000.0,844443.7449998856,1,9 days 18:34:04,16,9
1359,Application_523273413,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7500.0,2852464.98300004,1,33 days 00:21:05,16,33
1571,Application_1896874442,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5000.0,2732907.7649998665,1,31 days 15:08:28,16,31
1679,Application_271970168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,50000.0,1291053.481999874,1,14 days 22:37:33,6,14
1838,Application_1453565909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5000.0,1439163.492000103,5,16 days 15:46:03,40,16
1931,Application_1465152142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7250.0,2730671.943000078,1,31 days 14:31:12,16,31
2088,Application_1624967843,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15000.0,1739185.0799999237,1,20 days 03:06:25,16,20
2142,Application_561923508,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6500.0,2760235.0069999695,1,31 days 22:43:55,16,31
2483,Application_1272095921,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6000.0,2832599.5480000973,1,32 days 18:50:00,16,32
2537,Application_1290104721,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5000.0,2308151.7029998302,1,26 days 17:09:12,16,26
2603,Application_1360177712,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1027732.1349999905,1,11 days 21:28:52,16,11
2690,Application_1684086729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11000.0,2644220.989000082,3,30 days 14:30:21,39,30
2881,Application_2084120380,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6000.0,2821119.2569999695,1,32 days 15:38:39,16,32
3381,Application_887238845,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5000.0,2915581.5739998817,1,33 days 17:53:02,16,33
3689,Application_256653272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5000.0,1117768.4319999218,1,12 days 22:29:28,16,12
3907,Application_1781026420,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9000.0,2815267.3169999123,2,32 days 14:01:07,28,32
3934,Application_1250800220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8500.0,2497789.674000025,1,28 days 21:49:50,16,28
3977,Application_670393669,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5000.0,2653310.3710000515,1,30 days 17:01:50,16,30
3994,Application_125636605,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6000.0,1193901.356999874,1,13 days 19:38:21,16,13
4181,Application_95979422,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15000.0,1116276.8350000381,1,12 days 22:04:37,16,12
4530,Application_1825986201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8000.0,1878930.160999775,1,21 days 17:55:30,16,21
4541,Application_1774023515,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5000.0,2995717.211999893,2,34 days 16:08:37,28,34
4604,Application_825594172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9000.0,2708653.379999876,1,31 days 08:24:13,16,31
4758,Application_796983820,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15000.0,1028697.0530002117,1,11 days 21:44:57,16,11
4946,Application_191204128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25000.0,1014691.5199999809,1,11 days 17:51:32,5,11
4968,Application_2034562996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6000.0,437046.0639998913,1,5 days 01:24:06,16,5
5108,Application_493971498,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20000.0,1211950.5499999523,1,14 days 00:39:11,5,14
5114,Application_585290222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20000.0,2742034.21999979,1,31 days 17:40:34,16,31
5285,Application_1947571468,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8000.0,2006922.3800001144,1,23 days 05:28:42,16,23
5423,Application_868512477,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,944579.2869999409,1,10 days 22:22:59,5,10
5490,Application_816103910,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7000.0,2663365.1809999943,1,30 days 19:49:25,16,30
5535,Application_382259395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5000.0,1528032.9320001602,1,17 days 16:27:13,16,17
5537,Application_1959367708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15000.0,1074720.7460000515,1,12 days 10:32:01,16,12
5698,Application_162497967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6000.0,356540.36500000954,1,4 days 03:02:20,16,4
5739,Application_1368905222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7500.0,1803518.26699996,1,20 days 20:58:38,16,20
5741,Application_568841069,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6000.0,2803807.3159999847,1,32 days 10:50:07,16,32
5779,Application_213710034,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8500.0,169006.88800001144,2,1 days 22:56:47,28,1
