,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
3,Application_1746793196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,2331837.394999981,2,26 days 23:43:57,31,26
8,Application_619403287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,1792214.8380000591,1,20 days 17:50:15,17,20
9,Application_1710223761,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11000.0,2738233.4309999943,1,31 days 16:37:13,17,31
12,Application_1120819670,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6850.0,839956.4809999466,1,9 days 17:19:16,17,9
16,Application_1806387393,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,847272.9160001278,1,9 days 19:21:13,17,9
18,Application_1017492916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2720503.8050000668,1,31 days 11:41:44,17,31
22,Application_319587802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7000.0,2019872.614000082,3,23 days 09:04:33,46,23
23,Application_1846626914,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,963058.8600001335,1,11 days 03:30:59,17,11
25,Application_196483749,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,5003337.792000055,4,57 days 21:48:58,48,57
26,Application_1363980603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7500.0,446880.30900001526,1,5 days 04:08:00,17,5
27,Application_1553362978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,5002442.61500001,3,57 days 21:34:03,47,57
29,Application_931862671,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,2624572.1599998474,3,30 days 09:02:52,46,30
31,Application_1825972191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,3991388.214000225,3,46 days 04:43:08,47,46
33,Application_1395142997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,1125281.7000000477,1,13 days 00:34:42,17,13
34,Application_2015287405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,4995258.6210000515,2,57 days 19:34:19,32,57
35,Application_1193723578,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,1050250.0390000343,2,12 days 03:44:10,32,12
37,Application_1699757505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000.0,859859.7179999352,3,9 days 22:51:00,46,9
46,Application_821425679,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15000.0,783624.875,1,9 days 01:40:25,9,9
47,Application_1294530310,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,1703533.226999998,1,19 days 17:12:13,17,19
49,Application_1461440233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11000.0,4983132.657000065,2,57 days 16:12:13,31,57
51,Application_351152063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1107407.401000023,1,12 days 19:36:47,8,12
53,Application_2055987002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15000.0,779284.114000082,1,9 days 00:28:04,9,9
