,@@case_id_column,case:LoanGoal@Boat,case:LoanGoal@Business goal,case:LoanGoal@Car,case:LoanGoal@Caravan / Camper,case:LoanGoal@Debt restructuring,case:LoanGoal@Existing loan takeover,case:LoanGoal@Extra spending limit,case:LoanGoal@Home improvement,case:LoanGoal@Motorcycle,case:LoanGoal@Not speficied,"case:LoanGoal@Other, see explanation",case:LoanGoal@Remaining debt home,case:LoanGoal@Tax payments,case:LoanGoal@Unknown,case:ApplicationType@Limit raise,case:ApplicationType@New credit,case:RequestedAmount,@@caseDuration,@@num_occurrence_O_Create Offer,Throughput Time,cluster_id,days
181,Application_212010049,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18500.0,838839.9589998722,1,9 days 17:00:40,16,9
924,Application_644820841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50000.0,2331347.8389999866,1,26 days 23:35:48,6,26
1774,Application_445317204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50000.0,2719385.0659999847,2,31 days 11:23:05,29,31
4617,Application_1968368712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30000.0,880403.9440000057,1,10 days 04:33:24,16,10
5735,Application_758579015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27500.0,2806587.5500001907,1,32 days 11:36:28,16,32
6116,Application_1258109706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7500.0,2725715.013999939,1,31 days 13:08:35,16,31
6476,Application_2133375401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,478159.8259999752,1,5 days 12:49:20,16,5
6568,Application_13879985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17000.0,2424145.2000000477,1,28 days 01:22:25,16,28
7830,Application_1455018254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,2729075.5540001392,1,31 days 14:04:36,16,31
7991,Application_1019452946,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13000.0,1124320.855000019,1,13 days 00:18:41,16,13
8009,Application_2008202503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,1282435.776000023,1,14 days 20:13:56,16,14
8094,Application_941405419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,3094615.3989999294,1,35 days 19:36:55,16,35
8127,Application_498012473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30000.0,1922188.9329998493,1,22 days 05:56:29,5,22
8172,Application_1445383533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,916329.6450002193,1,10 days 14:32:10,16,10
8222,Application_395428463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,3425937.5390000343,2,39 days 15:38:58,28,39
8907,Application_1773863233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40000.0,1200877.5039999485,2,13 days 21:34:38,29,13
8937,Application_535577633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,1054249.4549999237,2,12 days 04:50:49,28,12
9836,Application_44077144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,900942.01699996,1,10 days 10:15:42,16,10
9844,Application_695204111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,4199626.917000055,3,48 days 14:33:47,39,48
10128,Application_1362680838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,4482160.251000166,3,51 days 21:02:40,39,51
11395,Application_1035150320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12000.0,3063334.203999996,1,35 days 10:55:34,16,35
11954,Application_1030292282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11000.0,840896.1840000153,1,9 days 17:34:56,5,9
12264,Application_1627135926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70000.0,918236.9099998474,1,10 days 15:03:57,6,10
13344,Application_2064148452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,2712906.7299997807,1,31 days 09:35:07,16,31
14032,Application_360538011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20000.0,1182838.774999857,1,13 days 16:33:59,16,13
17138,Application_1173116422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000.0,2694518.549000025,3,31 days 04:28:39,42,31
24212,Application_1273243804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6500.0,2668739.717999935,1,30 days 21:19:00,16,30
24853,Application_2064669284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75000.0,816594.6740000248,1,9 days 10:49:55,16,9
27122,Application_1090891539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1452559.373000145,1,16 days 19:29:19,5,16
30036,Application_847278478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50000.0,956005.7089998722,1,11 days 01:33:26,16,11
