,@@case_id_column,event:org:resource@10124,event:org:resource@10125,event:org:resource@10138,event:org:resource@10188,event:org:resource@10228,event:org:resource@10609,event:org:resource@10629,event:org:resource@10779,event:org:resource@10789,event:org:resource@10809,event:org:resource@10821,event:org:resource@10859,event:org:resource@10861,event:org:resource@10862,event:org:resource@10863,event:org:resource@10880,event:org:resource@10881,event:org:resource@10889,event:org:resource@10899,event:org:resource@10909,event:org:resource@10910,event:org:resource@10912,event:org:resource@10913,event:org:resource@10914,event:org:resource@10929,event:org:resource@10931,event:org:resource@10932,event:org:resource@10933,event:org:resource@10935,event:org:resource@10939,event:org:resource@10971,event:org:resource@10972,event:org:resource@10982,event:org:resource@11000,event:org:resource@11001,event:org:resource@11002,event:org:resource@11003,event:org:resource@11009,event:org:resource@11019,event:org:resource@11029,event:org:resource@11049,event:org:resource@11079,event:org:resource@11111,event:org:resource@11119,event:org:resource@11120,event:org:resource@11121,event:org:resource@11122,event:org:resource@11169,event:org:resource@11179,event:org:resource@11180,event:org:resource@11181,event:org:resource@11189,event:org:resource@112,event:org:resource@11200,event:org:resource@11201,event:org:resource@11202,event:org:resource@11203,event:org:resource@11254,event:org:resource@11259,event:org:resource@11269,event:org:resource@11289,event:org:resource@11299,event:org:resource@11300,event:org:resource@11302,event:org:resource@11304,event:org:resource@11309,event:org:resource@11319,event:org:resource@11339,case:AMOUNT_REQ,@@caseDuration,@@num_occurrence_O_CREATED-COMPLETE,Throughput Time
33,173787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,1554355.5099999905,0,17 days 23:45:56
264,174505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,1104908.1870000362,0,12 days 18:55:08
291,174614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,2680920.544999838,0,31 days 00:42:01
318,174695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000.0,597915.6749999523,0,6 days 22:05:16
360,174821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000.0,6104.040999889374,0,0 days 01:41:44
371,174854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000.0,2652458.193000078,0,30 days 16:47:38
373,174860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,4512.077000141144,0,0 days 01:15:12
376,174869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000.0,2649522.8660001755,0,30 days 15:58:43
425,175024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000.0,2672413.7799999714,0,30 days 22:20:14
433,175048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.0,2671130.1670000553,0,30 days 21:58:50
