,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
2,A10000,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,47516400.0,0,0,0,1,0,1,0,0,1,1,0,549 days 23:00:00
8,A10009,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,57.0,0,44.0,19440000.0,1,0,0,1,0,1,0,0,1,1,0,225 days 00:00:00
25,A10033,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,46652400.0,0,0,0,1,0,1,0,0,1,1,0,539 days 23:00:00
28,A10042,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,20217600.0,1,0,0,1,0,1,0,0,1,1,0,234 days 00:00:00
29,A10043,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,48898800.0,0,0,0,1,0,1,0,0,1,1,0,565 days 23:00:00
41,A10061,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,48985200.0,0,0,0,1,0,1,0,0,1,1,0,566 days 23:00:00
45,A10069,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,49330800.0,0,0,0,1,0,1,0,0,1,1,0,570 days 23:00:00
46,A1007,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,53.5,0,42.5,39661200.0,0,0,0,1,0,1,0,0,1,1,0,459 days 01:00:00
81,A10120,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,20908800.0,1,0,0,1,0,1,0,0,1,1,0,242 days 00:00:00
83,A10122,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,48898800.0,0,0,0,1,0,1,0,0,1,1,0,565 days 23:00:00
89,A10130,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,51926400.0,0,0,0,1,0,1,0,0,1,1,0,601 days 00:00:00
110,A10161,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,50713200.0,0,0,0,1,0,1,0,0,1,1,0,586 days 23:00:00
114,A10165,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,50626800.0,1,0,0,1,0,1,0,0,1,1,0,585 days 23:00:00
136,A10203,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,34815600.0,1,0,0,1,0,1,0,0,1,1,0,402 days 23:00:00
164,A10250,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,46566000.0,0,0,0,1,0,1,0,0,1,1,0,538 days 23:00:00
187,A10288,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,48639600.0,0,0,0,1,0,1,0,0,1,1,0,562 days 23:00:00
197,A10305,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,50108400.0,0,0,0,1,0,1,0,0,1,1,0,579 days 23:00:00
207,A10320,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,47689200.0,0,0,0,1,0,1,0,0,1,1,0,551 days 23:00:00
208,A10321,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,46998000.0,0,0,0,1,0,1,0,0,1,1,0,543 days 23:00:00
246,A10391,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,18752400.0,0,0,0,1,0,1,0,0,1,1,0,217 days 01:00:00
252,A10401,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,57.0,0,44.0,54604800.0,0,0,0,1,0,1,0,0,1,1,0,632 days 00:00:00
