,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
5,A10005,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,86400.0,0,0,0,0,0,0,0,0,1,0,0,1 days 00:00:00
6,A10007,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,259200.0,0,0,0,0,0,0,0,0,1,0,0,3 days 00:00:00
20,A10024,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,342000.0,0,0,0,0,0,0,0,0,1,0,0,3 days 23:00:00
23,A10029,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,1638000.0,0,0,0,0,0,0,0,0,1,0,0,18 days 23:00:00
33,A10047,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,432000.0,0,0,0,0,0,0,0,0,1,0,0,5 days 00:00:00
34,A10049,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,172800.0,0,0,0,0,0,0,0,0,1,0,0,2 days 00:00:00
37,A10056,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,864000.0,0,0,0,0,0,0,0,0,1,0,0,10 days 00:00:00
38,A10059,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,3538800.0,0,0,0,0,0,0,0,0,1,0,0,40 days 23:00:00
40,A10060,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,157,36.0,0,36.0,432000.0,0,0,0,0,0,0,0,0,1,0,0,5 days 00:00:00
51,A10076,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,86400.0,0,0,0,0,0,0,0,0,1,0,0,1 days 00:00:00
53,A10078,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,864000.0,0,0,0,0,0,0,0,0,1,0,0,10 days 00:00:00
56,A10082,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days 00:00:00
58,A10085,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,172800.0,0,0,0,0,0,0,0,0,1,0,0,2 days 00:00:00
59,A10089,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,86400.0,0,0,0,0,0,0,0,0,1,0,0,1 days 00:00:00
62,A10091,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,172800.0,0,0,0,0,0,0,0,0,1,0,0,2 days 00:00:00
66,A10099,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,950400.0,0,0,0,0,0,0,0,0,1,0,0,11 days 00:00:00
70,A10104,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days 00:00:00
73,A10108,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,1468800.0,0,0,0,0,0,0,0,0,1,0,0,17 days 00:00:00
75,A10112,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,777600.0,0,0,0,0,0,0,0,0,1,0,0,9 days 00:00:00
76,A10113,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,86400.0,0,0,0,0,0,0,0,0,1,0,0,1 days 00:00:00
84,A10124,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,259200.0,0,0,0,0,0,0,0,0,1,0,0,3 days 00:00:00
91,A10137,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days 00:00:00
97,A10143,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days 00:00:00
