,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
0,A1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,11581200.0,0,0,0,0,0,0,0,0,1,0,0,134 days 01:00:00
392,A1060,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,11062800.0,0,0,0,0,0,0,0,0,1,0,0,128 days 01:00:00
425,A1066,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,11062800.0,0,0,0,0,0,0,0,0,1,0,0,128 days 01:00:00
448,A1069,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,11062800.0,0,0,0,0,0,0,0,0,1,0,0,128 days 01:00:00
501,A1077,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,10890000.0,0,0,0,0,0,0,0,0,1,0,0,126 days 01:00:00
590,A1092,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,10717200.0,0,0,0,0,0,0,0,0,1,0,0,124 days 01:00:00
702,A1108,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,10544400.0,0,0,0,0,0,0,0,0,1,0,0,122 days 01:00:00
763,A1117,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,10544400.0,0,0,0,0,0,0,0,0,1,0,0,122 days 01:00:00
790,A1121,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,10544400.0,0,0,0,0,0,0,0,0,1,0,0,122 days 01:00:00
829,A1127,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,10458000.0,0,0,0,0,0,0,0,0,1,0,0,121 days 01:00:00
