,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
55,A1008,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,21.0,18921600.0,0,0,0,0,0,0,0,0,1,0,0,219 days 00:00:00
67,A101,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,35.0,11667600.0,0,0,0,0,0,0,0,0,1,0,0,135 days 01:00:00
109,A1016,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,21.0,9421200.0,0,0,0,0,0,0,0,0,1,0,0,109 days 01:00:00
253,A10402,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,22.0,10623600.0,0,0,0,0,0,0,0,0,1,0,0,122 days 23:00:00
256,A10406,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,22.0,11055600.0,0,0,0,0,0,0,0,0,1,0,0,127 days 23:00:00
257,A10407,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,22.0,10969200.0,0,0,0,0,0,0,0,0,1,0,0,126 days 23:00:00
263,A1042,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,21.0,11919600.0,0,0,0,0,0,0,0,0,1,0,0,137 days 23:00:00
267,A10423,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,22.0,7689600.0,0,0,0,0,0,0,0,0,1,0,0,89 days 00:00:00
270,A10427,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,22.0,7257600.0,0,0,0,0,0,0,0,0,1,0,0,84 days 00:00:00
272,A10429,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,22.0,7084800.0,0,0,0,0,0,0,0,0,1,0,0,82 days 00:00:00
273,A1043,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,21.0,10364400.0,0,0,0,0,0,0,0,0,1,0,0,119 days 23:00:00
286,A10449,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,22.0,10026000.0,0,0,0,0,0,0,0,0,1,0,0,116 days 01:00:00
