,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
96,A10141,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,64710000.0,0,0,0,1,0,1,0,0,1,1,0,748 days 23:00:00
321,A10495,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,148.0,149648400.0,0,1,0,1,0,1,0,0,1,1,0,1732 days 01:00:00
471,A10721,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,0,148.0,62985600.0,0,0,0,1,0,1,0,0,1,1,0,729 days 00:00:00
862,A11322,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,61344000.0,0,0,0,1,0,1,0,0,1,1,0,710 days 00:00:00
1147,A11739,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,59616000.0,0,0,0,1,0,1,0,0,1,1,0,690 days 00:00:00
1616,A1252,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,0,143.0,82944000.0,0,0,0,1,0,1,0,0,1,1,0,960 days 00:00:00
2491,A14038,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,0,148.0,56073600.0,0,0,0,1,0,1,0,0,1,1,0,649 days 00:00:00
2604,A14235,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,55296000.0,0,0,0,1,0,1,0,0,1,1,0,640 days 00:00:00
2900,A14745,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,0,148.0,55296000.0,0,0,0,1,0,1,0,0,1,1,0,640 days 00:00:00
2971,A14862,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,0,148.0,55641600.0,0,0,0,1,0,1,0,0,1,1,0,644 days 00:00:00
3045,A150,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,2,143.0,29203200.0,0,1,0,1,0,1,0,0,1,1,0,338 days 00:00:00
3466,A15699,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,56160000.0,0,0,0,1,0,1,0,0,1,1,0,650 days 00:00:00
4174,A16908,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,52099200.0,0,0,0,1,0,1,0,0,1,1,0,603 days 00:00:00
5157,A18562,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,52876800.0,0,0,0,1,0,1,0,0,1,1,0,612 days 00:00:00
5967,A19934,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,52617600.0,0,0,0,1,0,1,0,0,1,1,0,609 days 00:00:00
5972,A1994,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,143.0,82166400.0,0,0,0,1,0,1,0,0,1,1,0,951 days 00:00:00
6343,A20513,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,50976000.0,0,0,0,1,0,1,0,0,1,1,0,590 days 00:00:00
7637,A22721,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,46656000.0,0,0,0,1,0,1,0,0,1,1,0,540 days 00:00:00
9478,A25817,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,82767600.0,0,0,0,1,0,1,0,0,1,1,0,957 days 23:00:00
10275,A27121,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,0,148.0,82940400.0,0,0,0,1,0,1,0,0,1,1,0,959 days 23:00:00
10373,A27273,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,73094400.0,0,0,0,1,0,1,0,0,1,1,0,846 days 00:00:00
14152,A33987,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,70070400.0,0,0,0,1,0,1,0,0,1,1,0,811 days 00:00:00
14758,A3504,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,143.0,20044800.0,0,1,0,1,0,1,0,0,1,1,0,232 days 00:00:00
15485,A36373,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,0,148.0,63590400.0,0,0,0,1,0,1,0,0,1,1,0,736 days 00:00:00
15758,A36860,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,63676800.0,0,0,0,1,0,1,0,0,1,1,0,737 days 00:00:00
15912,A37122,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,62553600.0,0,0,0,1,0,1,0,0,1,1,0,724 days 00:00:00
19734,A43991,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,0,155.5,82512000.0,0,0,0,1,0,1,0,0,1,1,0,955 days 00:00:00
20024,A44519,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,2,155.5,20653200.0,0,1,0,1,0,1,0,0,1,1,0,239 days 01:00:00
20057,A44568,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,2,155.5,20736000.0,0,1,0,1,0,1,0,0,1,1,0,240 days 00:00:00
20638,A45571,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,2,155.5,20563200.0,0,1,0,1,0,1,0,0,1,1,0,238 days 00:00:00
20867,A46273,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,155.5,78278400.0,0,0,0,1,0,1,0,0,1,1,0,906 days 00:00:00
22637,A7702,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,0,143.0,70930800.0,0,0,0,1,0,1,0,0,1,1,0,820 days 23:00:00
23179,A903,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,2,143.0,19098000.0,0,1,0,1,0,1,0,0,1,1,0,221 days 01:00:00
23555,A9633,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,2,148.0,65660400.0,0,0,0,1,0,1,0,0,1,1,0,759 days 23:00:00
23772,C10159,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,80,0.0,0,250.38,55296000.0,0,0,0,1,0,1,0,0,1,1,0,640 days 00:00:00
23773,C10160,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,126,0.0,0,250.38,55296000.0,0,0,0,1,0,1,0,0,1,1,0,640 days 00:00:00
23792,C10394,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,80,0.0,0,250.38,41554800.0,0,0,0,1,0,1,0,0,1,1,0,480 days 23:00:00
23835,C10607,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,0,131.0,37843200.0,0,0,0,1,0,1,0,0,1,1,0,438 days 00:00:00
23849,C10854,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,126,0.0,0,250.38,59702400.0,0,0,0,1,0,1,0,0,1,1,0,691 days 00:00:00
23864,C10922,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,125.19,66438000.0,0,0,0,1,0,1,0,0,1,1,0,768 days 23:00:00
23866,C10931,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,141,0.0,0,125.19,68857200.0,0,0,0,1,0,1,0,0,1,1,0,796 days 23:00:00
23871,C10944,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,80,0.0,0,250.38,122256000.0,0,0,0,1,0,1,0,0,1,1,0,1415 days 00:00:00
23874,C10958,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,80,0.0,0,250.38,66524400.0,0,0,0,1,0,1,0,0,1,1,0,769 days 23:00:00
23899,C11073,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,80,0.0,0,250.38,33692400.0,0,0,0,1,0,1,0,0,1,1,0,389 days 23:00:00
23902,C11091,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,158,0.0,0,125.19,33519600.0,0,0,0,1,0,1,0,0,1,1,0,387 days 23:00:00
23906,C11105,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,125.19,63417600.0,0,0,0,1,0,1,0,0,1,1,0,734 days 00:00:00
