,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
23,A10029,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,1638000.0,0,0,0,0,0,0,0,0,1,0,0,18 days 23:00:00,43736.550994847916,15657630725.31491
38,A10059,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,3538800.0,0,0,0,0,0,0,0,0,1,0,0,40 days 23:00:00,43736.550994847916,15657630725.31491
106,A10157,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,3279600.0,0,0,0,0,0,0,0,0,1,0,0,37 days 23:00:00,43736.550994847916,15657630725.31491
146,A10221,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,3538800.0,0,0,0,0,0,0,0,0,1,0,0,40 days 23:00:00,43736.550994847916,15657630725.31491
182,A10283,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,39.0,0,36.0,5180400.0,0,0,0,0,0,0,0,0,1,0,0,59 days 23:00:00,43736.550994847916,15657630725.31491
192,A10295,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,5266800.0,0,0,0,0,0,0,0,0,1,0,0,60 days 23:00:00,43736.550994847916,15657630725.31491
200,A10309,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,3193200.0,0,0,0,0,0,0,0,0,1,0,0,36 days 23:00:00,43736.550994847916,15657630725.31491
247,A10392,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,2419200.0,0,0,0,0,0,0,0,0,1,0,0,28 days 00:00:00,43736.550994847916,15657630725.31491
299,A10467,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,5007600.0,0,0,0,0,0,0,0,0,1,0,0,57 days 23:00:00,43736.550994847916,15657630725.31491
318,A10489,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,2246400.0,0,0,0,0,0,0,0,0,1,0,0,26 days 00:00:00,43736.550994847916,15657630725.31491
329,A10503,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,2329200.0,0,0,0,0,0,0,0,0,1,0,0,26 days 23:00:00,43736.550994847916,15657630725.31491
332,A10508,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,3366000.0,0,0,0,0,0,0,0,0,1,0,0,38 days 23:00:00,43736.550994847916,15657630725.31491
341,A10522,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,4489200.0,0,0,0,0,0,0,0,0,1,0,0,51 days 23:00:00,43736.550994847916,15657630725.31491
347,A10532,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,5526000.0,0,0,0,0,0,0,0,0,1,0,0,63 days 23:00:00,43736.550994847916,15657630725.31491
402,A10621,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,2934000.0,0,0,0,0,0,0,0,0,1,0,0,33 days 23:00:00,43736.550994847916,15657630725.31491
407,A10627,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,1724400.0,0,0,0,0,0,0,0,0,1,0,0,19 days 23:00:00,43736.550994847916,15657630725.31491
491,A10753,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,1897200.0,0,0,0,0,0,0,0,0,1,0,0,21 days 23:00:00,43736.550994847916,15657630725.31491
516,A10791,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,5007600.0,0,0,0,0,0,0,0,0,1,0,0,57 days 23:00:00,43736.550994847916,15657630725.31491
526,A10804,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,11750400.0,0,0,0,0,0,0,0,0,1,0,0,136 days 00:00:00,43736.550994847916,15657630725.31491
529,A10809,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,5184000.0,0,0,0,0,0,0,0,0,1,0,0,60 days 00:00:00,43736.550994847916,15657630725.31491
536,A10817,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,7171200.0,0,0,0,0,0,0,0,0,1,0,0,83 days 00:00:00,43736.550994847916,15657630725.31491
541,A10825,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,4579200.0,0,0,0,0,0,0,0,0,1,0,0,53 days 00:00:00,43736.550994847916,15657630725.31491
545,A10833,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,2678400.0,0,0,0,0,0,0,0,0,1,0,0,31 days 00:00:00,43736.550994847916,15657630725.31491
562,A1086,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,35.0,0,35.0,2851200.0,0,0,0,0,0,0,0,0,1,0,0,33 days 00:00:00,43736.550994847916,15657630725.31491
570,A10874,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,6217200.0,0,0,0,0,0,0,0,0,1,0,0,71 days 23:00:00,43736.550994847916,15657630725.31491
572,A10877,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,36.0,0,36.0,1638000.0,0,0,0,0,0,0,0,0,1,0,0,18 days 23:00:00,43736.550994847916,15657630725.31491
