,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
670,A11029,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,49.0,0,36.0,12960000.0,0,0,0,0,0,0,0,0,1,1,0,150 days 00:00:00
814,A11246,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,49.0,0,36.0,20998800.0,0,0,0,0,0,0,0,0,1,1,0,243 days 01:00:00
938,A11443,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,54.6,0,36.0,20739600.0,0,0,0,0,0,0,0,0,1,1,0,240 days 01:00:00
1054,A1161,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,46.0,0,35.0,11840400.0,1,0,0,0,0,0,0,0,1,1,0,137 days 01:00:00
1208,A11841,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,56.0,0,36.0,5702400.0,0,0,0,0,0,0,0,0,1,0,0,66 days 00:00:00
1290,A11964,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,49.0,0,36.0,9849600.0,0,0,0,0,0,0,0,0,1,1,0,114 days 00:00:00
1847,A12930,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,49.0,0,36.0,10540800.0,0,0,0,0,0,0,0,0,1,1,0,122 days 00:00:00
1942,A1308,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,46.0,0,35.0,15123600.0,1,0,0,0,0,0,0,0,1,1,0,175 days 01:00:00
2431,A13947,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,49.0,0,36.0,7257600.0,1,0,0,0,0,0,0,0,1,1,0,84 days 00:00:00
2592,A14217,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,49.0,0,36.0,37065600.0,0,0,0,0,0,0,0,0,1,1,0,429 days 00:00:00
