,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
23774,C10163,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,180,0.0,0,62.59,62553600.0,0,0,0,1,0,1,0,0,1,1,0,724 days 00:00:00
23779,C10191,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,171,0.0,0,62.59,61344000.0,0,0,0,1,0,1,0,0,1,1,0,710 days 00:00:00
23788,C10317,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,172,0.0,0,62.59,52444800.0,0,0,0,1,0,1,0,0,1,1,0,607 days 00:00:00
23802,C10463,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,172,0.0,0,62.59,32486400.0,0,0,0,1,0,1,0,0,1,1,0,376 days 00:00:00
23803,C10465,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,172,0.0,0,62.59,32486400.0,0,0,0,1,0,1,0,0,1,1,0,376 days 00:00:00
23804,C10466,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,171,0.0,0,62.59,64022400.0,0,0,0,1,0,1,0,0,1,1,0,741 days 00:00:00
23805,C10470,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,172,0.0,0,62.59,32400000.0,0,0,0,1,0,1,0,0,1,1,0,375 days 00:00:00
23807,C10474,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,172,0.0,0,62.59,63936000.0,0,0,0,1,0,1,0,0,1,1,0,740 days 00:00:00
23808,C10480,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,171,0.0,0,62.59,51235200.0,0,0,0,1,0,1,0,0,1,1,0,593 days 00:00:00
23836,C10763,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,172,0.0,0,62.59,39913200.0,0,0,0,1,0,1,0,0,1,1,0,461 days 23:00:00
23837,C10794,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,170,0.0,0,62.59,38358000.0,0,0,0,1,0,1,0,0,1,1,0,443 days 23:00:00
23838,C10798,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,172,0.0,0,62.59,38703600.0,0,0,0,1,0,1,0,0,1,1,0,447 days 23:00:00
23840,C10811,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,172,0.0,0,62.59,38098800.0,0,0,0,1,0,1,0,0,1,1,0,440 days 23:00:00
