,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
2574,A1419,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.6,0,71.5,82252800.0,1,0,0,1,0,1,0,0,1,1,0,952 days 00:00:00,537664.8148438892,6720809996.119886
5140,A1853,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.6,0,71.5,83376000.0,1,0,0,1,0,1,0,0,1,1,0,965 days 00:00:00,537664.8148438892,6720809996.119886
8639,A24398,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.0,0,74.0,108860400.0,0,0,0,1,0,1,0,0,1,1,1,1259 days 23:00:00,537664.8148438892,6720809996.119886
11383,A29017,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,91929600.0,1,0,0,1,0,1,0,0,1,1,0,1064 days 00:00:00,537664.8148438892,6720809996.119886
12192,A30458,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,157,87.5,0,74.0,98064000.0,0,0,0,1,0,1,0,0,1,1,1,1135 days 00:00:00,537664.8148438892,6720809996.119886
17073,A39396,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,91929600.0,1,0,0,1,0,1,0,0,1,1,0,1064 days 00:00:00,537664.8148438892,6720809996.119886
17224,A39651,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,91756800.0,1,0,0,1,0,1,0,0,1,1,0,1062 days 00:00:00,537664.8148438892,6720809996.119886
17430,A40024,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,89078400.0,1,0,0,1,0,1,0,0,1,1,0,1031 days 00:00:00,537664.8148438892,6720809996.119886
18058,A41121,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,87350400.0,1,0,0,1,0,1,0,0,1,1,0,1011 days 00:00:00,537664.8148438892,6720809996.119886
18181,A41315,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,90720000.0,1,0,0,1,0,1,0,0,1,1,0,1050 days 00:00:00,537664.8148438892,6720809996.119886
18618,A42103,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,88214400.0,1,0,0,1,0,1,0,0,1,1,0,1021 days 00:00:00,537664.8148438892,6720809996.119886
18633,A42124,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,87868800.0,1,0,0,1,0,1,0,0,1,1,0,1017 days 00:00:00,537664.8148438892,6720809996.119886
18640,A42135,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,87523200.0,1,0,0,1,0,1,0,0,1,1,0,1013 days 00:00:00,537664.8148438892,6720809996.119886
18720,A42277,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,92188800.0,1,0,0,1,0,1,0,0,1,1,0,1067 days 00:00:00,537664.8148438892,6720809996.119886
