,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
163,A10249,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,157,94.0,0,74.0,28684800.0,0,1,1,1,1,1,1,0,1,1,0,332 days 00:00:00
220,A10338,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,157,94.0,0,74.0,20649600.0,0,1,1,1,1,1,1,0,1,1,0,239 days 00:00:00
400,A10619,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,157,94.0,0,74.0,49590000.0,0,1,1,1,1,1,1,0,1,1,0,573 days 23:00:00
561,A10858,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,157,98.0,0,74.0,42073200.0,0,1,1,1,1,1,1,0,1,1,0,486 days 23:00:00
889,A11367,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,92.6,0,74.0,37411200.0,1,0,0,1,0,1,0,0,1,1,0,433 days 00:00:00
1326,A12027,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,157,94.0,0,74.0,43545600.0,0,1,1,1,1,1,1,0,1,1,0,504 days 00:00:00
1728,A12712,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,92.6,0,74.0,44409600.0,0,0,0,1,0,1,0,0,1,1,0,514 days 00:00:00
1885,A12991,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,125.0,0,74.0,24541200.0,2,0,0,1,0,1,0,0,1,1,0,284 days 01:00:00
1905,A13026,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,92.6,0,74.0,23763600.0,1,0,0,1,0,1,0,0,1,1,0,275 days 01:00:00
1915,A13039,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,92.6,0,74.0,18752400.0,1,0,0,1,0,1,0,0,1,1,0,217 days 01:00:00
1945,A13084,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,92.6,0,74.0,19357200.0,0,0,0,1,0,1,0,0,1,1,0,224 days 01:00:00
1999,A13217,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,157,98.0,0,74.0,23590800.0,0,1,1,1,1,1,1,0,1,1,0,273 days 01:00:00
2027,A1327,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,157,92.0,0,71.5,33177600.0,0,1,1,1,1,1,1,0,1,1,0,384 days 00:00:00
2076,A1336,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,92.0,0,71.5,18579600.0,0,0,0,1,0,1,0,0,1,1,0,215 days 01:00:00
2094,A1339,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,119.0,0,71.5,29203200.0,2,0,0,1,0,1,0,0,1,1,0,338 days 00:00:00
2138,A13443,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,114.0,0,44.0,69807600.0,1,0,0,1,0,1,0,0,1,1,0,807 days 23:00:00
2576,A14194,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,157,92.6,0,74.0,41212800.0,0,1,0,1,0,1,0,0,1,1,0,477 days 00:00:00
2643,A14299,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,92.6,0,74.0,38880000.0,0,0,0,1,0,1,0,0,1,1,0,450 days 00:00:00
