,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
11394,A29029,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,38.0,7689600.0,0,0,0,0,0,0,0,0,1,0,0,89 days 00:00:00
11395,A29030,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,38.0,7689600.0,0,0,0,0,0,0,0,0,1,0,0,89 days 00:00:00
11399,A29038,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,38.0,6998400.0,0,0,0,0,0,0,0,0,1,0,0,81 days 00:00:00
11621,A29404,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,38.0,10371600.0,0,0,0,0,0,0,0,0,1,0,0,120 days 01:00:00
11639,A29434,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,38.0,9853200.0,0,0,0,0,0,0,0,0,1,0,0,114 days 01:00:00
11651,A29450,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,38.0,8816400.0,0,0,0,0,0,0,0,0,1,0,0,102 days 01:00:00
11864,A29818,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,38.0,9507600.0,0,0,0,0,0,0,0,0,1,0,0,110 days 01:00:00
11867,A29820,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,38.0,9421200.0,0,0,0,0,0,0,0,0,1,0,0,109 days 01:00:00
11872,A29829,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,38.0,8643600.0,0,0,0,0,0,0,0,0,1,0,0,100 days 01:00:00
11875,A29831,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,38.0,8643600.0,0,0,0,0,0,0,0,0,1,0,0,100 days 01:00:00
