,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
676,A11042,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,36.0,6912000.0,0,0,0,0,0,0,0,0,1,0,0,80 days 00:00:00
1635,A12553,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,36.0,7948800.0,0,0,0,0,0,0,0,0,1,0,0,92 days 00:00:00
2156,A13486,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,36.0,9590400.0,0,0,0,0,0,0,0,0,1,0,0,111 days 00:00:00
2355,A13841,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,36.0,6307200.0,0,0,0,0,0,0,0,0,1,0,0,73 days 00:00:00
2357,A13843,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,36.0,6307200.0,0,0,0,0,0,0,0,0,1,0,0,73 days 00:00:00
2361,A13849,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,36.0,6307200.0,0,0,0,0,0,0,0,0,1,0,0,73 days 00:00:00
2366,A13859,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,36.0,5702400.0,0,0,0,0,0,0,0,0,1,0,0,66 days 00:00:00
2406,A13907,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,36.0,6307200.0,0,0,0,0,0,0,0,0,1,0,0,73 days 00:00:00
2409,A13912,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,36.0,15814800.0,0,0,0,0,0,0,0,0,1,0,0,183 days 01:00:00
2412,A13916,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,36.0,6307200.0,0,0,0,0,0,0,0,0,1,0,0,73 days 00:00:00
