,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
1773,A1280,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,169002000.0,0,1,0,1,0,1,0,0,1,1,0,1956 days 01:00:00,558541.5377423579,155497937672.03717
2116,A13412,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,44.0,135824400.0,0,1,0,1,0,1,0,0,1,1,0,1572 days 01:00:00,558541.5377423579,155497937672.03717
3237,A15307,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,44.0,98496000.0,0,0,0,1,0,1,0,0,1,1,1,1140 days 00:00:00,558541.5377423579,155497937672.03717
6831,A21335,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,44.0,104720400.0,0,1,0,1,0,1,0,0,1,1,0,1212 days 01:00:00,558541.5377423579,155497937672.03717
7158,A21847,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,44.0,138502800.0,0,1,0,1,0,1,0,0,1,1,0,1603 days 01:00:00,558541.5377423579,155497937672.03717
7178,A21884,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,44.0,99014400.0,0,0,0,1,0,1,0,0,1,1,0,1146 days 00:00:00,558541.5377423579,155497937672.03717
7478,A22450,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,95727600.0,0,0,0,1,0,1,0,0,1,1,0,1107 days 23:00:00,558541.5377423579,155497937672.03717
9845,A26417,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,7,0.0,0,44.0,120873600.0,0,1,1,1,0,1,1,1,1,1,0,1399 days 00:00:00,558541.5377423579,155497937672.03717
9851,A26425,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,7,0.0,0,44.0,118368000.0,0,1,1,1,0,1,1,1,1,1,0,1370 days 00:00:00,558541.5377423579,155497937672.03717
11345,A28903,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,44.0,114742800.0,0,1,0,1,0,1,0,0,1,1,0,1328 days 01:00:00,558541.5377423579,155497937672.03717
12026,A30119,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,44.0,113360400.0,0,1,0,1,0,1,0,0,1,1,0,1312 days 01:00:00,558541.5377423579,155497937672.03717
13412,A32672,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,44.0,108003600.0,0,1,0,1,0,1,0,0,1,1,0,1250 days 01:00:00,558541.5377423579,155497937672.03717
13501,A32822,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,92448000.0,0,0,0,1,0,1,0,0,1,1,0,1070 days 00:00:00,558541.5377423579,155497937672.03717
13502,A32823,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,94003200.0,0,0,0,1,0,1,0,0,1,1,0,1088 days 00:00:00,558541.5377423579,155497937672.03717
13503,A32825,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,93398400.0,0,0,0,1,0,1,0,0,1,1,0,1081 days 00:00:00,558541.5377423579,155497937672.03717
13505,A32829,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,89078400.0,0,0,0,1,0,1,0,0,1,1,0,1031 days 00:00:00,558541.5377423579,155497937672.03717
13872,A3350,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,157,0.0,0,71.5,166842000.0,0,1,1,1,0,1,1,1,1,1,0,1931 days 01:00:00,558541.5377423579,155497937672.03717
15060,A35560,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,90288000.0,0,0,0,1,0,1,0,0,1,1,0,1045 days 00:00:00,558541.5377423579,155497937672.03717
15187,A35775,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,94348800.0,0,0,0,1,0,1,0,0,1,1,0,1092 days 00:00:00,558541.5377423579,155497937672.03717
15188,A35776,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,94348800.0,0,0,0,1,0,1,0,0,1,1,0,1092 days 00:00:00,558541.5377423579,155497937672.03717
15189,A35777,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,93916800.0,0,0,0,1,0,1,0,0,1,1,0,1087 days 00:00:00,558541.5377423579,155497937672.03717
15190,A35778,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,93916800.0,0,0,0,1,0,1,0,0,1,1,0,1087 days 00:00:00,558541.5377423579,155497937672.03717
15192,A35782,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,93052800.0,0,0,0,1,0,1,0,0,1,1,0,1077 days 00:00:00,558541.5377423579,155497937672.03717
15193,A35783,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,93052800.0,0,0,0,1,0,1,0,0,1,1,0,1077 days 00:00:00,558541.5377423579,155497937672.03717
15195,A35786,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,92275200.0,0,0,0,1,0,1,0,0,1,1,0,1068 days 00:00:00,558541.5377423579,155497937672.03717
15197,A35791,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,90979200.0,0,0,0,1,0,1,0,0,1,1,0,1053 days 00:00:00,558541.5377423579,155497937672.03717
15198,A35792,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,90374400.0,0,0,0,1,0,1,0,0,1,1,0,1046 days 00:00:00,558541.5377423579,155497937672.03717
15201,A35796,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,88646400.0,0,0,0,1,0,1,0,0,1,1,0,1026 days 00:00:00,558541.5377423579,155497937672.03717
15203,A35798,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,87782400.0,0,0,0,1,0,1,0,0,1,1,0,1016 days 00:00:00,558541.5377423579,155497937672.03717
16068,A37393,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,94604400.0,0,0,0,1,0,1,0,0,1,1,0,1094 days 23:00:00,558541.5377423579,155497937672.03717
16069,A37395,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,93744000.0,0,0,0,1,0,1,0,0,1,1,0,1085 days 00:00:00,558541.5377423579,155497937672.03717
16070,A37396,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,93052800.0,0,0,0,1,0,1,0,0,1,1,0,1077 days 00:00:00,558541.5377423579,155497937672.03717
16071,A37398,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,92361600.0,0,0,0,1,0,1,0,0,1,1,0,1069 days 00:00:00,558541.5377423579,155497937672.03717
16490,A38289,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,94348800.0,0,0,0,1,0,1,0,0,1,1,0,1092 days 00:00:00,558541.5377423579,155497937672.03717
16493,A38293,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,93657600.0,0,0,0,1,0,1,0,0,1,1,0,1084 days 00:00:00,558541.5377423579,155497937672.03717
16496,A38297,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,92966400.0,0,0,0,1,0,1,0,0,1,1,0,1076 days 00:00:00,558541.5377423579,155497937672.03717
16497,A38299,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,92793600.0,0,0,0,1,0,1,0,0,1,1,0,1074 days 00:00:00,558541.5377423579,155497937672.03717
16500,A38300,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,92361600.0,0,0,0,1,0,1,0,0,1,1,0,1069 days 00:00:00,558541.5377423579,155497937672.03717
17026,A39310,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,92448000.0,0,0,0,1,0,1,0,0,1,1,0,1070 days 00:00:00,558541.5377423579,155497937672.03717
17027,A39312,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,91584000.0,0,0,0,1,0,1,0,0,1,1,0,1060 days 00:00:00,558541.5377423579,155497937672.03717
17240,A39673,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,90720000.0,0,0,0,1,0,1,0,0,1,1,0,1050 days 00:00:00,558541.5377423579,155497937672.03717
17341,A39847,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,94003200.0,0,0,0,1,0,1,0,0,1,1,0,1088 days 00:00:00,558541.5377423579,155497937672.03717
17406,A39960,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,88300800.0,0,0,0,1,0,1,0,0,1,1,0,1022 days 00:00:00,558541.5377423579,155497937672.03717
17407,A39961,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,87868800.0,0,0,0,1,0,1,0,0,1,1,0,1017 days 00:00:00,558541.5377423579,155497937672.03717
17438,A40041,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,88387200.0,0,0,0,1,0,1,0,0,1,1,0,1023 days 00:00:00,558541.5377423579,155497937672.03717
17460,A40081,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,98319600.0,0,0,0,1,0,1,0,0,1,1,0,1137 days 23:00:00,558541.5377423579,155497937672.03717
17476,A40105,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,91238400.0,0,0,0,1,0,1,0,0,1,1,0,1056 days 00:00:00,558541.5377423579,155497937672.03717
17478,A40108,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,89510400.0,0,0,0,1,0,1,0,0,1,1,0,1036 days 00:00:00,558541.5377423579,155497937672.03717
17480,A40110,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,123379200.0,0,0,0,1,0,1,0,0,1,1,0,1428 days 00:00:00,558541.5377423579,155497937672.03717
17482,A40114,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,46.0,87955200.0,0,0,0,1,0,1,0,0,1,1,0,1018 days 00:00:00,558541.5377423579,155497937672.03717
