,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
1031,A11572,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,74.0,9244800.0,0,0,0,0,0,0,0,0,1,0,0,107 days 00:00:00,453124.41399138764,6791427120705.596
2621,A14263,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,74.0,7257600.0,0,0,0,0,0,0,0,0,1,0,0,84 days 00:00:00,453124.41399138764,6791427120705.596
2969,A14860,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,74.0,6912000.0,0,0,0,0,0,0,0,0,1,0,0,80 days 00:00:00,453124.41399138764,6791427120705.596
10130,A2688,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,71.0,9594000.0,0,0,0,0,0,0,0,0,1,0,0,111 days 01:00:00,453124.41399138764,6791427120705.596
13000,A31992,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,74.0,4233600.0,0,0,0,0,0,0,0,0,1,0,0,49 days 00:00:00,453124.41399138764,6791427120705.596
14750,A35027,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,2,74.0,9594000.0,0,0,0,0,0,0,0,0,1,0,0,111 days 01:00:00,453124.41399138764,6791427120705.596
23770,C10149,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,65.6,7952400.0,0,0,0,0,0,0,0,0,1,0,0,92 days 01:00:00,453124.41399138764,6791427120705.596
26238,C18199,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,180,0.0,0,71.5,5706000.0,0,1,0,1,0,1,0,0,1,1,0,66 days 01:00:00,453124.41399138764,6791427120705.596
26967,C20086,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,172,0.0,5,70.0,7952400.0,0,0,0,0,0,0,0,0,1,0,0,92 days 01:00:00,453124.41399138764,6791427120705.596
44034,N44307,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,65.0,2419200.0,0,0,0,0,0,0,0,0,1,0,0,28 days 00:00:00,453124.41399138764,6791427120705.596
46146,N48045,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,68.25,5180400.0,0,0,0,0,0,0,0,0,1,0,0,59 days 23:00:00,453124.41399138764,6791427120705.596
51495,N59726,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,68.25,9334800.0,0,0,0,0,0,0,0,0,1,0,0,108 days 01:00:00,453124.41399138764,6791427120705.596
75143,S100231,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,74.0,5184000.0,0,0,0,0,0,0,0,0,1,0,0,60 days 00:00:00,453124.41399138764,6791427120705.596
75673,S101739,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,71.0,8899200.0,0,0,0,0,0,0,0,0,1,0,0,103 days 00:00:00,453124.41399138764,6791427120705.596
75858,S102296,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,71.0,9594000.0,0,0,0,0,0,0,0,0,1,0,0,111 days 01:00:00,453124.41399138764,6791427120705.596
75934,S102497,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,171,0.0,0,68.0,8985600.0,0,0,0,0,0,0,0,0,1,0,0,104 days 00:00:00,453124.41399138764,6791427120705.596
76252,S103671,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,71.0,8985600.0,0,0,0,0,0,0,0,0,1,0,0,104 days 00:00:00,453124.41399138764,6791427120705.596
78053,S107679,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,71.0,9586800.0,0,0,0,0,0,0,0,0,1,0,0,110 days 23:00:00,453124.41399138764,6791427120705.596
78127,S107846,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,71.0,8384400.0,0,0,0,0,0,0,0,0,1,0,0,97 days 01:00:00,453124.41399138764,6791427120705.596
78193,S107976,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,71.0,8557200.0,0,0,0,0,0,0,0,0,1,0,0,99 days 01:00:00,453124.41399138764,6791427120705.596
78196,S107979,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,171,0.0,0,68.0,7520400.0,0,0,0,0,0,0,0,0,1,0,0,87 days 01:00:00,453124.41399138764,6791427120705.596
78470,S108571,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,71.0,8294400.0,0,0,0,0,0,0,0,0,1,0,0,96 days 00:00:00,453124.41399138764,6791427120705.596
78597,S108856,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,71.0,8463600.0,0,0,0,0,0,0,0,0,1,0,0,97 days 23:00:00,453124.41399138764,6791427120705.596
78660,S108985,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,71.0,9072000.0,0,0,0,0,0,0,0,0,1,0,0,105 days 00:00:00,453124.41399138764,6791427120705.596
78868,S109456,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,71.0,8550000.0,0,0,0,0,0,0,0,0,1,0,0,98 days 23:00:00,453124.41399138764,6791427120705.596
78879,S109516,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,71.0,9158400.0,0,0,0,0,0,0,0,0,1,0,0,106 days 00:00:00,453124.41399138764,6791427120705.596
79463,S111084,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,71.0,9676800.0,0,0,0,0,0,0,0,0,1,0,0,112 days 00:00:00,453124.41399138764,6791427120705.596
79475,S111120,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,71.0,9244800.0,0,0,0,0,0,0,0,0,1,0,0,107 days 00:00:00,453124.41399138764,6791427120705.596
79543,S111275,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,71.0,9158400.0,0,0,0,0,0,0,0,0,1,0,0,106 days 00:00:00,453124.41399138764,6791427120705.596
79702,S111605,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,71.0,9417600.0,0,0,0,0,0,0,0,0,1,0,0,109 days 00:00:00,453124.41399138764,6791427120705.596
