,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
24347,C12880,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,143,0.0,0,131.2,14857200.0,0,1,0,1,0,1,0,0,1,1,0,171 days 23:00:00,502916.3127594587,7476351637194.47
24406,C13055,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,20,0.0,0,131.2,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days 00:00:00,502916.3127594587,7476351637194.47
24589,C13506,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,80,0.0,0,131.2,7862400.0,0,0,0,0,0,0,0,0,1,0,0,91 days 00:00:00,502916.3127594587,7476351637194.47
24715,C13747,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20,0.0,0,131.2,9417600.0,0,0,0,0,0,0,0,0,1,0,0,109 days 00:00:00,502916.3127594587,7476351637194.47
24803,C13972,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,80,0.0,0,131.2,7779600.0,0,0,0,0,0,0,0,0,1,0,0,90 days 01:00:00,502916.3127594587,7476351637194.47
24951,C14364,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20,0.0,0,131.2,1382400.0,0,0,0,0,0,0,0,0,1,0,0,16 days 00:00:00,502916.3127594587,7476351637194.47
24970,C14418,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,20,0.0,0,131.2,10198800.0,0,1,0,0,0,0,0,0,1,1,0,118 days 01:00:00,502916.3127594587,7476351637194.47
25463,C15727,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,137.55,8557200.0,0,1,0,1,0,1,0,0,1,1,0,99 days 01:00:00,502916.3127594587,7476351637194.47
25468,C15745,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,188,0.0,0,137.55,9676800.0,0,1,0,1,0,1,0,0,1,1,0,112 days 00:00:00,502916.3127594587,7476351637194.47
25478,C15795,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,2,148.0,6310800.0,0,1,0,1,0,1,0,0,1,1,0,73 days 01:00:00,502916.3127594587,7476351637194.47
25520,C15912,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,188,0.0,0,137.55,10882800.0,0,1,0,1,0,1,0,0,1,1,0,125 days 23:00:00,502916.3127594587,7476351637194.47
25525,C15935,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,172,0.0,5,137.55,11142000.0,0,1,0,1,0,1,0,0,1,1,0,128 days 23:00:00,502916.3127594587,7476351637194.47
25568,C16075,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,145,0.0,0,131.0,6825600.0,0,1,0,1,0,1,0,0,1,1,0,79 days 00:00:00,502916.3127594587,7476351637194.47
25641,C16306,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,80,0.0,0,137.55,9763200.0,0,0,0,0,0,0,0,0,1,0,0,113 days 00:00:00,502916.3127594587,7476351637194.47
25910,C17250,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,80,0.0,0,143.0,11142000.0,0,0,0,0,0,0,0,0,1,0,0,128 days 23:00:00,502916.3127594587,7476351637194.47
25938,C17335,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,80,0.0,0,137.55,10198800.0,0,0,0,0,0,0,0,0,1,0,0,118 days 01:00:00,502916.3127594587,7476351637194.47
26031,C17645,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,136,0.0,0,143.0,12099600.0,0,0,0,0,0,0,0,0,1,0,0,140 days 01:00:00,502916.3127594587,7476351637194.47
26078,C17791,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,80,0.0,0,143.0,12610800.0,0,0,0,0,0,0,0,0,1,0,0,145 days 23:00:00,502916.3127594587,7476351637194.47
26148,C17985,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,188,0.0,0,143.0,7776000.0,0,1,0,1,0,1,0,0,1,1,0,90 days 00:00:00,502916.3127594587,7476351637194.47
26415,C18642,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,172,0.0,5,137.5,7084800.0,0,1,0,1,0,1,0,0,1,1,0,82 days 00:00:00,502916.3127594587,7476351637194.47
26558,C19037,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,80,0.0,0,143.0,8643600.0,0,0,0,0,0,0,0,0,1,0,0,100 days 01:00:00,502916.3127594587,7476351637194.47
26576,C19072,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,189,0.0,2,148.0,8294400.0,0,1,0,1,0,1,0,0,1,1,0,96 days 00:00:00,502916.3127594587,7476351637194.47
26615,C19173,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,143.0,5443200.0,0,1,0,1,0,1,0,0,1,1,0,63 days 00:00:00,502916.3127594587,7476351637194.47
26646,C19251,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20,0.0,0,143.0,10969200.0,0,0,0,0,0,0,0,0,1,0,0,126 days 23:00:00,502916.3127594587,7476351637194.47
26655,C19271,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20,0.0,0,143.0,9673200.0,0,0,0,0,0,0,0,0,1,0,0,111 days 23:00:00,502916.3127594587,7476351637194.47
26704,C19381,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20,0.0,0,148.0,7772400.0,0,0,0,0,0,0,0,0,1,0,0,89 days 23:00:00,502916.3127594587,7476351637194.47
26711,C19401,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,80,0.0,0,148.0,8812800.0,0,0,0,0,0,0,0,0,1,0,0,102 days 00:00:00,502916.3127594587,7476351637194.47
26890,C19824,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,7,0.0,0,142.5,5616000.0,0,1,0,1,0,1,0,0,1,1,0,65 days 00:00:00,502916.3127594587,7476351637194.47
26946,C20002,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,80,0.0,0,148.0,8384400.0,0,0,0,0,0,0,0,0,1,0,0,97 days 01:00:00,502916.3127594587,7476351637194.47
26993,C20155,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,172,0.0,5,142.5,11408400.0,0,1,0,1,0,1,0,0,1,1,0,132 days 01:00:00,502916.3127594587,7476351637194.47
27129,C20535,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,169,0.0,1,155.5,7858800.0,0,1,0,1,0,1,0,0,1,1,0,90 days 23:00:00,502916.3127594587,7476351637194.47
27145,C20571,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,172,0.0,5,149.5,12096000.0,0,1,0,1,0,1,0,0,1,1,0,140 days 00:00:00,502916.3127594587,7476351637194.47
27193,C20705,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,126,0.0,0,155.0,9849600.0,0,0,0,0,0,0,0,0,1,0,0,114 days 00:00:00,502916.3127594587,7476351637194.47
27221,C20801,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,80,0.0,0,155.0,8553600.0,0,0,0,0,0,0,0,0,1,0,0,99 days 00:00:00,502916.3127594587,7476351637194.47
27232,C20821,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,80,0.0,0,155.0,8035200.0,0,0,0,0,0,0,0,0,1,0,0,93 days 00:00:00,502916.3127594587,7476351637194.47
27251,C20874,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,80,0.0,0,155.0,11494800.0,0,0,0,0,0,0,0,0,1,0,0,133 days 01:00:00,502916.3127594587,7476351637194.47
27279,C20959,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,80,0.0,0,155.0,11494800.0,0,0,0,0,0,0,0,0,1,0,0,133 days 01:00:00,502916.3127594587,7476351637194.47
